English,Other
outsides,'barra
definitional,'definizzjoni
quadripartite,'erbgħa
retrieving,'irkupru
undermines,'preġudizzju għal
roofings,'soqfa
overal,'totali
certitude,'ċert
thoughtlessness,'ħsieb
interconversion,-bidla li
handovers,-trasferimenti
conveyed,-twassil
abase,abaże
abandoning,abbandun
abandonment,abbandun
dereliction,abbandun
deserted,abbandunat
abandoned,abbandunati
abbot,abbati
workmanship,abbilità
abilities,abbiltajiet
subscription,abbonament
subscriptions,abbonamenti
subscriber,abbonat
subscribers,abbonati
aboard,abbord
shipboard,abbord
draft,abbozz
draught,abbozz
drafting,abbozzar
redrafting,abbozzar mill-ġdid
drafted,abbozzat
redrafted,abbozzati mill-ġdid
drafts,abbozzi
draughts,abbozzi
abbreviation,abbrevjazzjoni
abbreviations,abbrevjazzjonijiet
abundant,abbundanti
ample,abbundanti
copious,abbundanti
plentiful,abbundanti
profuse,abbundanti
abundance,abbundanza
profusion,abbundanza
abundances,abbundanzi
abuse,abbuż
mishandling,abbuż
abused,abbużat
abuses,abbużi
abusive,abbużiva
abusively,abbużivament
abdication,abdikazzjoni
aberration,aberrazzjoni
aberrations,aberrazzjonijiet
capacitive,abilità
abyssinian,abissini
habitable,abitabbli
liveable,abitabbli
inhabitant,abitant
habitants,abitanti
inhabitants,abitanti
inhabited,abitati
gregariousness,abitati prinċipali
dwelling,abitazzjoni
habitability,abitazzjoni
habitation,abitazzjoni
houseboats,abitazzjoni
habitual,abitwali
habitually,abitwalment
white,abjad
whites,abjad
ablative,ablattivi
abolished,abolit
abolishing,abolizzjoni
abolition,abolizzjoni
abolitionist,abolizzjonisti
aboriginal,aboriġinali
abortion,abort
abortions,aborti
aborted,abortiti
abrogated,abrogata
abrogation,abrogazzjoni
axillary,abt
að,ad
adaptor,adapter
adaptors,adapters
adaptable,adattabbli
adaptability,adattabilità
adaptation,adattament
adapting,adattament
adaptations,adattamenti
suitable,adattat
emended,adattata d
adapted,adattati
suited,adattati
adaptive,adattivi
attuned,addattati
goodbye,addiju
additive,addittiv
additives,addittivi
additional,addizzjonali
additionally,addizzjonalment
abdomen,addome
abdominal,addominali
blindly,addoċċ
adequate,adegwata
adequacy,adegwatezza
appropriateness,adegwatezza
suitability,adegwatezza
adenomas,adenomi
adherent,aderenti
adherents,aderenti
adherence,aderenza
acceded,aderixxiet
adhesives,adeżivi
accession,adeżjoni
adhesion,adeżjoni
accessions,adeżjonijiet
farewell,adieu
adiabatic,adjabatika
adolescent,adolexxenti
adolescents,adolexxenti
teenage,adoloxxenti
adolescence,adoloxxenza
adoration,adorazzjoni
adopted,adottata
adoptive,adottiv
adopting,adozzjoni
adoption,adozzjoni
uptake,adozzjoni
adoptions,adozzjonijiet
adrenal,adrenali
adrenaline,adrenalina
adriatic,adrijatiku
dives,ads
dive,adsa
adsorbed,adsorbit
feat,adt
adulterous,adultera
adulterated,adulterat
unadulterated,adulterati
adulteration,adulterazzjoni
adultery,adulterju
adult,adulti
adults,adulti
grownups,adulti
aerobatic,aerobatiċi
aerobic,aerobika
aerodynamic,aerodinamiku
aerodynamics,aerodinamiċi
aeronautics,aeronawtika
aerospace,aerospazjali
affair,affari
affairs,affarijiet
belongings,affarijiet
things,affarijiet
commonalities,affarijiet komuni
fascinating,affaxxinanti
affirmed,afferma
reaffirmed,afferma mill-ġdid
asserted,affermat
predicated,affermata
affirmative,affermattiv
affirmatively,affermattiv
affirmation,affermazzjoni
assertion,affermazzjoni
affirmations,affermazzjonijiet
assertions,affermazzjonijiet
affectation,affettazzjoni
affectionate,affettiva
affective,affettivi
affected,affettwati
affection,affezzjoni
dependability,affidabbiltà
trustworthiness,affidabbiltà
unreliability,affidabbiltà
creditworthiness,affidabbiltà finanzjarja
dependable,affidabbli
reliable,affidabbli
reliably,affidabbli
trustworthy,affidabbli
reliability,affidabilità
affiliate,affiljat
affiliated,affiljati
affiliates,affiljati
affiliating,affiljazzjoni
affiliation,affiljazzjoni
affiliations,affiljazzjonijiet
affinities,affinitajiet
affinity,affinità
asphyxiation,affissija
tenanted,affittwarji
affordability,affordabbiltà
affordable,affordabbli
forested,afforestati
afforestation,afforestazzjoni
smoked,affumikat
smoky,affumikat
afghans,afgani
afghanistan,afganistan
afghan,afghanistan
aphids,afidi
africa,afrika
african,afrikani
africans,afrikani
kr,ag
agglomerated,agglomerat
agglomeration,agglomerazzjoni
agglomerations,agglomerazzjonijiet
adjournment,aggornament
refreshed,aggornata
aggrandisement,aggrandizement
aggravation,aggravament
aggravating,aggravanti
aggravated,aggravat
aggrieved,aggravat
pounded,aggravata
exacerbated,aggravati
aggregate,aggregat
aggregated,aggregata
aggregates,aggregati
aggregating,aggregazzjoni
aggregation,aggregazzjoni
aggregations,aggregazzjonijiet
aggressively,aggressiv
aggressive,aggressivi
aggressiveness,aggressività
aggression,aggressjoni
aggressions,aggressjoni
assaulting,aggressjonijiet
aggressor,aggressur
aggressors,aggressuri
agir,agie
ageing,aging
agonise,agonize
agonised,agonized
agonising,agonizing
agonisingly,agonizingly
agoraphobia,agorafobija
augustinian,agostinjan
agrarian,agrarja
egret,agrett
agricultural,agrikola
agriculture,agrikoltura
agriculturists,agrikulturisti
agrochemical,agrokimiċi
agrochemicals,agrokimiċi
agronomist,agronomi
agronomy,agronomija
agronomists,agronomisti
agony,agunija
egregious,agħar
hardest,agħar
worse,agħar
worst,agħar
aha,ah
hague,aja
adjutant,ajjutant
eagle,ajkla
eagles,ajkli
aerial,ajru
airborne,ajru
airline,ajru
airlines,ajru
aerodrome,ajrudrom
aerodromes,ajrudromi
airworthy,ajrunavigabbli
aeronautical,ajrunawtika
aeronautic,ajrunawtiku
aeroplane,ajruplan
airplane,ajruplan
aeroplanes,ajruplani
aircraft,ajruplani
airport,ajruport
airfields,ajruporti
airports,ajruporti
acacia,akaċja
recited,akbah
bigger,akbar
biggest,akbar
greater,akbar
greatest,akbar
larger,akbar
largest,akbar
utmost,akbar
paramount,akbar importanza
superposed,akbar minn u mqiegħda
achilles,akille
academic,akkademika
academically,akkademikament
academics,akkademiċi
scholarly,akkademiċi
academia,akkademja
academy,akkademja
academies,akkademji
inveterate,akkaniti
acclaim,akklamazzjoni
acclimatised,akklimatizzati
acclimatisation,akklimatizzazzjoni
reception,akkoljenza
accommodated,akkomodati
accommodating,akkomodazzjoni
accommodation,akkomodazzjoni
accommodations,akkomodazzjonijiet
accompanist,akkompanjatriċi
billed,akkontat
couplet,akkoppjata
accordions,akkordjanijiet
accredited,akkreditati
accreditation,akkreditazzjoni
accrediting,akkreditazzjoni
accretion,akkrexximent
accompaniment,akkumpanjament
accompanied,akkumpanjati
accreted,akkumula
accrued,akkumulat
accumulated,akkumulat
accumulative,akkumulattivi
accumulator,akkumulatur
accumulators,akkumulaturi
accumulation,akkumulazzjoni
accruals,akkumulazzjonijiet
accumulations,akkumulazzjonijiet
thoroughgoing,akkurata
accusation,akkuża
accusing,akkuża
