English,Other
twelvemonths,12 meses
scurfs,: incrustações
nubecula,: nubécula
astir,a arder
pencraft,a arte de escrever
aport,a bombordo
aboard,a bordo
grappling,a braços
underway,a caminho
openability,a capacidade de abertura
ahorse,a cavalo
astride,a cavalo
chlamydias,a chlamydia
computerlike,a computadores
concertedness,a concertação
democratical,a construção democrática
unstoppering,a cápsula
opencast,a céu aberto
openwork,a céu aberto
sooting,a deposição de fuligem
lodgements,a depósitos
misevaluation,a desvalorização
straited,a direito
copyrightable,a direitos de autor
deaerating,a eliminação de ar
downwind,a favor do vento
hormonelike,a hormônios
godlikeness,a imagem de deus
thereto,a isso
inkjet,a jato de tinta
journeywork,a jornada
lesioning,a lesão
equinoctials,a linha equinocial
most,a maioria
mosts,a maioria
tallest,a mais alta
midships,a meia-nau
midway,a meio caminho
hotfoot,a mil
yesternight,a noite passada
unless,a não ser que
payable,a pagar
penetralia,a parte mais recôndita
headspaces,a parte superior dos
from,a partir de
apropos,a propósito
obiter,a propósito
blighty,a pátria
anytime,a qualquer hora
receivable,a receber
epitomizing,a representação
namely,a saber
videlicet,a saber
hereafter,a seguir
alee,a sotavento
seriously,a sério
thyself,a ti mesmo
treacherousness,a traição
trusteeships,a tutela
whereat,a vista do que
ahistorical,a-histórica
ahistoric,a-histórico
awarning,aadvertência
abreacted,ab-reagido
abreacting,ab-reação
abreaction,ab-reação
abreactions,ab-reações
abrogator,ab-rogador
abrogations,ab-rogações
flap,aba
lappets,aba
tab,aba
avocado,abacate
avocadoes,abacates
avocados,abacates
pineapple,abacaxi
pineapples,abacaxis
abbatial,abacial
abaca,abacá
abacas,abacá
abbe,abade
abbot,abade
abbots,abades
abbess,abadessa
abbesses,abadessas
abbacies,abadia
abbacy,abadia
abbey,abadia
abbeys,abadias
muffles,abafa
burked,abafadas
airless,abafado
chokier,abafado
chokiest,abafado
choky,abafado
fuggy,abafado
muffled,abafado
stuffier,abafado
stuffiest,abafado
stuffy,abafado
sultrier,abafado
sultriest,abafado
sultry,abafado
smotherer,abafador
cosies,abafador de bule
cozies,abafador de bule
muffling,abafamento
burke,abafar
burking,abafar
muffle,abafar
pilfer,abafar
pilfers,abafar
swelter,abafar
sweltered,abafar
swelters,abafar
lowers,abaixa
lovered,abaixadas
subsidence,abaixamento
lowerings,abaixamentos
below,abaixo
hereunder,abaixo
understrength,abaixo de sua capacidade
underwhelming,abaixo do esperado
suboptimal,abaixo do ideal
belowground,abaixo do solo
undersigned,abaixo-assinado
ducked,abaixou
lampshade,abajur
lampshades,abajures
jarred,abalada
shaken,abalado
concussed,abalar
concusses,abalar
concussing,abalar
scampered,abalar
scampers,abalar
unfix,abalar
unsettle,abalar
shakings,abalos
rammed,abalroado
wagging,abanando
fanning,abanar
waggle,abanar
waggles,abanar
waggling,abanar
wags,abanar
abandons,abandona
forsakes,abandona
jilted,abandonada
abandoned,abandonado
derelict,abandonado
forsaken,abandonado
lorn,abandonado
marooned,abandonado
unattending,abandonado
abandoning,abandonando
abandon,abandonar
forsake,abandonar
forwent,abandonar
jettisons,abandonar
offed,abandonar
offs,abandonar
relinquish,abandonar
secede,abandonar
secedes,abandonar
seceding,abandonar
abandonment,abandono
dereliction,abandono
dropout,abandono
forsakenness,abandono
forsaking,abandono
leavers,abandono
abandonments,abandonos
ditched,abandonou
flappy,abano
fanned,abanou
wagged,abanou
chockfull,abarrotado
crammed,abarrotado
overstocked,abarrotado
oversupplies,abarrotar
oversupplying,abarrotar
brimmed,abas
bastardizes,abastarda
bastardisation,abastardamento
bastardization,abastardamento
clicker,abastecedor
clickers,abastecedor
outfitter,abastecedor
outfitters,abastecedor
victualler,abastecedor
victuallers,abastecedor
bunkered,abastecer
victualed,abastecer
victualing,abastecer
stocked,abastecido
bunkering,abastecimento
chandlers,abastecimento
refueling,abastecimento
refuelling,abastecimento
supplies,abastecimento
victualling,abastecimento
coaling,abastecimento com carvão
uplifts,abastecimentos
butchering,abate
culling,abate
slaughtering,abate
slaughterer,abatedor
cullers,abatedores
fellers,abatedores
dejecting,abater
unman,abater
unmans,abater
culls,abates
abated,abatida
dejected,abatido
downcast,abatido
downed,abatido
hagridden,abatido
culled,abatidos
slaughtered,abatidos
dejection,abatimento
abatements,abatimentos
rebating,abatimentos
abatises,abatis
cambered,abaulado
hogback,abaulamento
hogbacks,abaulamento
cambers,abaulamentos
abscise,abcissa
abdicates,abdica
abdicated,abdicado
abdicator,abdicador
abdicators,abdicador
abdicating,abdicando
abdicate,abdicar
abdication,abdicação
abdications,abdicações
abdominals,abdominais
situps,abdominais
abdominally,abdominalmente
abdominoplasty,abdominoplastia
abducens,abducente
abducent,abducente
abductores,abdutor
abduced,abduzido
abductee,abduzido
