English,Other
10th,kukwama
16th,mnyanyasaji
17th,aisle
18th,ukamilifu
19th,accomplishment
20th,akridi
29th,adhana
3rd,admire
60th,kuchochea kasi ya
6th,tele
7th,alienations
aardvark,mhanga
aardwolf,mshauri
aargh,argh
aaronic,haruni
aaronsrod,aarons fimbo
ababeinarms,mtoto mchanga katika mikono
abackseatdriver,nyuma ya kiti cha dereva
abacloth,aba nguo
abaddon,abadoni
abaddream,ndoto mbaya
abadegg,mbaya yai
abadlot,mbaya sana
abadsailor,mbaya baharia
abagofbones,mfuko wa mifupa
abagofnerves,mfuko wa neva
abaisance,unyenyekevu
abaist,avast
abakersdozen,na bakers kadhaa
abalienate,abominate
aballoffire,mpira wa moto
aballparkfigure,na ballparktakwimu
aband,band
abandon,kuachana na
abandoned,kutelekezwa
abandonedchild,kutelekezwa mtoto
abandonedclaim,kutelekezwa madai
abandonedinfant,kutelekezwa watoto wachanga
abandonedperson,kutelekezwa mtu
abandonedship,kutelekezwa meli
abandoning,kutelekeza
abandonment,kutelekeza
abandonmentofoffice,kutelekezwa ya ofisi
abandononeself,kuachana mwenyewe
abandononeselfto,kuachana mwenyewe
abandons,tupa
abandum,kuachana na
abaptismoffire,ubatizo wa moto
abase,tusha
abased,kuwa wadogo
abasedly,abashedly
abasement,fedheha
abasements,unyonge
abaseoneself,tusha mwenyewe
abash,aibisha
abashed,aibika
abashes,aibika
abashing,kuwadhalilisha
abasing,kuwadhalilisha
abassi,abbasi
abatablenuisance,abatable kero
abate,lengo
abated,ukakoma
abatementofanuisance,abatement ya kero
abatementsuit,abatement suti
abatised,abatises
abattoir,machinjio
abattoirs,machinjio
abatvoix,abat voix
abawed,abawd
abay,ebay
abbacies,abscissa
abbatical,sabato
abbot,abate
abbots,mapadre
abbreviate,vifupi vya
abbreviated,fupisha
abbreviates,fupisha
abbreviating,fupisha
abbreviation,kifupisho
abbreviations,vifupisho
abbreviatory,abbreviation
abcbook,abc kitabu
abdicant,ajiuzulu
abdicate,ajiuzulu
abdicated,alijiuzulu
abdicatedemperor,abdicated mfalme
abdicates,alijiuzulu
abdication,uzulu
abdicationofthrone,uzulu ya kiti cha enzi
abdomen,tumbo
abdomens,tumbo
abdomina,tumbo
abdominal,tumbo
abdominalactinomycosis,tumbo actinomycosis
abdominalaneurysm,tumbo aneurysm
abdominalaorta,tumbo aorta
abdominalbandage,tumbo bandage
abdominalcavity,cavity ya tumbo
abdominalchills,tumbo baridi
abdominaldelivery,tumbo utoaji
abdominalmuscle,misuli ya tumbo
abdominalpregnancy,tumbo mimba
abdominaltyphus,tumbo typhus
abdominous,abdominus
abduced,kutekwa nyara
abducensmuscle,abducens misuli
abducensnerve,abducens ujasiri
abducent,abducens
abducentnerve,abducent ujasiri
abduct,kuwateka
abducted,kutekwa nyara
abductees,waliokamatwa
abducting,kuwateka
abduction,utekaji nyara
abductions,utekaji
abductormuscle,abductor misuli
abductors,watekaji
abducts,teka nyara
abear,kubeba
abearing,kuzaa
abeautifulwoman,mwanamke mzuri
abecederian,abecedarian
abed,kitanda
abedofroses,kitanda ya waridi
abedofthorns,kitanda cha miti ya miiba
abegge,abegg
aberr,abeer
aberrant,mapotofu
aberrate,berate
aberration,hali isiyokuwa ya kawaida
aberuncator,averruncator
abetted,zinazosababisha
abetter,bora
abevacuation,ab uokoaji
abextra,ab ziada
abeyancy,abeyance
abhominable,wachukizao
abhor,unazuia
abhorred,chukizo
abhorrence,chuki
abhorrency,chuki
abhorrent,adui wa mawazo
abhorring,chukizo machoni pa
abib,abibu
abide,akae
abideby,kukaa na
abidebytherules,kukaa na sheria
abided,accrues
abides,hukaa
abiding,inadumu
abidingplace,kudumu mahali
abience,ambience
abient,iliyoko
abietene,abietane
abietic,asetiki
abietite,hamu
abigail,abigaili
abigfishinalittlepond,samaki kubwa katika bwawa kidogo
abiliment,habiliment
abilities,uwezo
ability,uwezo
abilitytopay,uwezo wa kulipa
abilitytowork,uwezo wa kufanya kazi
abime,anime
abiogenetic,abiogenesis
abiogenous,biogenous
abiogeny,abiogenic
abiological,kibaiolojia
abird,ndege
abirdinthehandisworthtwointhebush,ndege katika mkono ni ya thamani ya mbili katika kichaka
abirdofpassage,ndege ya kifungu
abirdseyeview,ndege jicho mtazamo
abirritant,kubwa mno
abirritate,kuiudhi
abirritation,kuwasha
abirritative,irritative
abit,kidogo
abitmuch,kidogo gani
abitof,kidogo ya
abitofa,kidogo ya
abitofallright,kidogo ya haki ya wote
abitofcrumpet,kidogo ya crumpet
abitofdoughtomakeachapatti,kidogo ya unga wa kufanya chapatti
abitoffluff,kidogo ya fluff
abitofskirt,kidogo ya skirt
abitofstuff,kidogo ya mambo
abittercup,kikombe kichungu
abitterpillfortoswallow,kidonge uchungu kwa ajili ya kumeza
abitthick,nene kidogo
abject,uliokithiri
abjectedness,udhalilifu
abjectly,agenda
abjectness,udhalilifu
abjudge,amua
abjudicate,adjudicate
abjudication,hukumu
abjugate,ifuta
abjunctive,subjunctive
abkhas,abkhaz
abkhazian,kiabkhazi
ablacklentil,nyeusi rissoles
ablacklook,nyeusi kuangalia
ablacksheep,nyeusi kondoo
ablates,afghanistan
ablatitious,ablation
ablativecase,ablative kesi
ablauts,ablaut
ablaze,a kuwaka
able,uwezo
ablebodied,uwezo wazima
ablebodiedism,uwezo bodiedism
ablebodiedseaman,wazima seaman
ablebodism,uwezo bodism
ablegation,abnegation
ablehand,uwezo wa mkono
ableman,uwezo wa mtu
ablen,hablen
ableofmakingevil,uwezo wa kufanya maovu
ableperson,uwezo wa mtu
abler,enye uwezo
ableseaman,uwezo seaman
ablessingindisguise,baraka katika kujificha
ablest,enye uwezo
ablet,kibao
abletobechanged,uwezo wa kuwa iliyopita
abletobetakenapart,uwezo wa kuwa na kuchukuliwa mbali
abletopay,uwezo wa kulipa
abletowork,uwezo wa kufanya kazi
abligate,wajibisha
ablism,ableism
ablotonthelandscape,msamehevu juu ya mazingira
ablowbyblowaccount,pigonapigo akaunti
ablowbyblowdescription,pigonapigo maelezo
ablution,kuogea
abluvion,oblivion
ably,elibariki
abnaki,abenaki
abnegate,ifuta
abnegates,inafuta
abnegative,ab hasi
