English,Other
ripely,: mogen
ith,: te
alacarte,a la carte
thea,a-et
abandonne,abandonné
abbess,abbedissa
perch,abborre
abdicate,abdikera
abdicating,abdikera
abdicated,abdikerade
abdicates,abdikerar
abdication,abdikering
abductor,abduktor
aberrations,aberrationer
abyssinia,abessinien
abyssinians,abessinier
abijah,abia
ablating,abiadering
abimelech,abimelek
ablate,ablatera
ablative,ablativ
abnormality,abnormitet
abnormalities,abnormiteter
abolitionists,abolitionister
subscriptions,abonnemang
subscriber,abonnent
subscribers,abonnenter
abortion,abort
abortions,aborter
abortionists,abortörerna
abruptly,abrupt
abrupt,abrupta
abscesses,abscesser
vestibule,absid
apse,absiden
apses,absider
abscissa,abskissa
abscissae,abskissan
abscissas,abskissan
absolute,absolut
absolutely,absolut
absolutism,absolut
absolutists,absolut
absoluteness,absoluthet
teetotalism,absolutism
temperance,absolutismrörelse
teetotallers,absolutister
absorber,absorbator
absorbers,absorbenter
absorb,absorbera
absorbed,absorberad
absorbent,absorberande
absorbing,absorberande
absorbs,absorberar
absorptions,absorptioner
absorbency,absorptionsförmåga
absorptivity,absorptionsförmåga
absorptive,absorptiv
abstracting,abstrahera
abstracted,abstraherat
abstract,abstrakt
abstractly,abstrakt
abstraction,abstraktion
abstractions,abstraktioner
absurdist,absurdistiska
absurdity,absurditet
absurdities,absurditeter
absurd,absurt
absurdly,absurt
accelerations,accelerationer
accelerators,acceleratorer
accelerate,accelerera
accelerated,accelererad
accelerating,accelererande
accelerates,accelererar
accelerometer,accelerometern
accelerometers,accelerometrar
accented,accent
accents,accenter
accentuate,accentuera
accentuating,accentuera
accentuates,accentuerar
accentuated,accentueras
accentuation,accentuering
acceptable,acceptabelt
acceptably,acceptabelt
acceptation,acceptans
acceptances,accepter
accept,acceptera
accepting,acceptera
accepted,accepterad
accepts,accepterar
acceptors,acceptorer
accesses,accesser
ancillary,accessoriska
acentric,acentrisk
acetate,acetat
acetates,acetater
acetone,aceton
acetylene,acetylen
aspirin,acetylsalicylsyra
achaeans,achaeansen
achaians,achaeansen
achaean,achaiska
alas,ack
resprays,ackeringar
acclamation,acklamation
acclimatise,acklimatisera
acclimatised,acklimatiseras
acclimatisation,acklimatisering
accompanist,ackompanjatör
accompaniment,ackompanjemang
accompaniments,ackompanjemang
chord,ackord
chordal,ackord
chords,ackord
piecework,ackord
accredit,ackreditera
accrediting,ackreditera
accredited,ackrediterad
accredits,ackrediterar
accreditation,ackreditering
accumulative,ackumulativ
accumulator,ackumulator
accumulators,ackumulatorer
accumulate,ackumulera
accumulating,ackumulera
accumulated,ackumulerade
accumulates,ackumuleras
accumulation,ackumulering
accusative,ackusativ
acquirement,ackvisition
silken,acta
acyclic,acyklisk
adlib,ad lib
adaptor,adapter
adaptive,adaptiv
adaptivity,adaptivitet
adaptively,adaptivt
adapters,adaptrar
adaptors,adaptrar
adder,adderare
adders,adderare
additive,additiv
additively,additivt
addressability,address
adequate,adekvat
adequately,adekvat
knighthood,adel
nobility,adel
nobleman,adelsman
noblemen,adelsmän
nobles,adelsmän
adenine,adenin
adenoma,adenom
adenomas,adenom
adepts,adepter
adhesions,adhesioner
adiabatic,adiabatisk
adiabatically,adiabatiskt
adipose,adipös
adjectival,adjektiv
adjective,adjektiv
adjectives,adjektiv
goodbye,adjö
ennobled,adlad
knighted,adlade
admetus,admetos
administrations,administrationer
administrative,administrativa
administratively,administrativt
administrator,administratör
administrators,administratörer
administer,administrera
administrate,administrera
administrating,administrera
administrated,administrerad
administers,administrerar
administered,administreras
administering,administrering
administration,administrering
admittance,admittans
admittances,admittanser
adolphus,adolf
adoptions,adoptioner
adoptive,adoptiv
adrenaline,adrenalin
address,adress
addressee,adressat
addressing,adresse
addressable,adresser
addresses,adresser
addressed,adresserade
adsorb,adsorbera
adsorbed,adsorberat
malleable,aducerat
adverbs,adverb
adverbial,adverbiella
attorney,advokat
lawyer,advokat
solicitor,advokat
attorneys,advokater
lawyers,advokater
solicitors,advokater
aeneid,aeneiden
aerobe,aerob
aerobic,aerob
aerobes,aerober
aerobically,aerobt
aerodynamics,aerodynamik
aerodynamic,aerodynamisk
aerodynamically,aerodynamiskt
aeronautic,aeronautisk
aerosols,aerosoler
esthete,aesthete
aphasia,afasi
affectation,affektation
affective,affektiv
afferent,afferenta
