English,Other
aanella,äänellä
aani,ääni
aardvark,maasika
aardwolf,sivettihyeena
aaressa,ääressä
aback,taaksepäin
abalone,merikorva
abandon,luopua
abandoned,hylätty
abandoning,luopumista
abandonment,hylkääminen
abandons,hylkää
abase,nöyryyttää
abased,nöyryytetään
abasement,alennustila
abash,saattaa hapeamaan
abashed,hämillään
abate,hillitä
abated,laantui
abatement,vähennys
abating,laantumisen
abattoir,teurastamo
abattoirs,teurastamot
abbess,abbedissa
abbey,luostarikirkko
abbeys,luostarit
abbot,apotti
abbreviate,lyhentää
abbreviated,lyhennetty
abbreviates,henteinä
abbreviating,lyhentäminen
abbreviation,lyhenne
abbreviations,lyhenteet
abdicate,luopua
abdicated,jakaantunut
abdicating,luovuttavat
abdication,kruunusta luopuminen
abdomen,vatsa
abdominal,vatsa-
abduct,ryöstää
abducted,kaapattu
abducting,kaappauksen
abduction,sieppaus
abductions,sieppaukset
abductor,naisenryöstäjä
abductors,sieppaajien
abducts,ryöstää
abeam,poikittain
abed,sänky
aberrant,poikkeuksellinen
aberration,poikkeama
aberrations,poikkeamia
abet,yllyttää
abetting,avunanto
abeyance,ratkaisun viipyminen
abhor,inhota
abhorred,vihattu
abhorrence,kammo
abhorrent,vastenmielinen
abhors,vihaa
abiathar,ebjatar
abide,asua
abided,noudattaneet
abideth,pysyy
abijah,abian
abilities,kyvyt
ability,kyky
abimelech,abimelek
abject,viheliäinen
abjectly,säälittävää sinänsä
abjure,luopua jstk valallisesti
ablating,ablatoimiseksi
ablation,ablaatio
ablative,ablatiivi
ablaze,ilmiliekeissä
able,osaa
ablest,kyvykkäimmistä
ablution,puhdistautuminen
ablutions,peseytymispaikka
ably,taitavasti
abnegation,luopuminen
abnormal,poikkeava
abnormalities,poikkeavuuksia
abnormality,poikkeavuus
abnormally,poikkeuksellisen
aboard,laivaan
abode,asunto
abodes,asuinsijoilla
abolish,lakkauttaa
abolished,poistetaan
abolishes,lakkauttaa
abolishing,poistaminen
abolition,poistaminen
abolitionist,neekeriorjuudestustaja
abolitionists,kuolemanrangaistuksen poistamista
abominable,iljettävä
abominate,inhota
abominated,inhosi
abomination,inhottavuus
abominations,kauhistusta
aboriginal,alku-
aborigines,alkuperäinen kasvisto ja eläimistö
abort,keskeyttää
aborted,epäonnistunut
aborting,keskeytetään
abortion,abortti
abortionist,sikiönlähdettäjä
abortionists,abortin
abortions,abortteja
abortive,epäonnistunut
aborts,keskeyttää
abound,runsaasti
abounding,innokkaat
abounds,täynnä
about,noin
above,yläpuolella
abraded,hiertyneelle
abrasion,hiertymä
abrasions,hiertymät
abrasive,hiova
abrasiveness,kuluttavuus
abrasives,hioma
abreast,rinnakkain
abridge,lyhentää
abridged,lyhennetty
abridgement,lyhentäminen
abridgment,lyhennelmä
abroad,ulkomailla
abrogate,kumota
abrogated,kumottu
abrogating,kumotaan
abrogation,kumoaminen
abrupt,äkillinen
abruptly,äkillisesti
abruptness,jyrkkyyttä
abscess,paise
abscesses,paiseita
abscissa,abskissa
abscissae,abskissana
abscissas,abskissa
abscond,livistää
absconded,karannut
absconding,pakenemisen
absconds,paennut viranomaisia
abseil,kiipeän
abseils,laskeutumisissa
absence,poissaolo
absences,poissaolot
absent,poissa
absented,poistui
absentee,poissaolija
absenteeism,poissaolot
absentees,poissaolevien
absently,hajamielisesti
absentmindedly,hajamielisesti
absinthe,absintti
absolute,absoluuttinen
absolutely,ehdottomasti
absoluteness,absoluuttisuutta
absolution,synninpäästö
absolutism,absolutismi
absolutist,itsevaltiuden kannattaja
absolve,vapauttaa
absolved,vapauttaa
absolves,ensin yhteys
absolving,synninpäästön
absorb,omaksua
absorbed,imeytyy
absorbency,imukyky
absorbent,imukykyinen
absorber,vaimentimen
absorbers,iskunvaimentimet
absorbing,imevää
absorbs,imee
absorption,imeytyminen
absorptions,absorptiot
absorptive,imukykyinen
absorptivity,absorboituvuus
abstain,pidättyä
abstained,tyhjää
abstainer,raittiusmies
abstaining,tyhjää
abstains,pidättäytyy
