English,Other
verbosely,--long
victual,; żywności
corunna,a coruña
shoo,a kysz
thereby,a tym samym
strives,a zapewne
lampshade,abażur
lampshades,abażury
abdication,abdykacja
abdicate,abdykować
abdicated,abdykował
abdicates,abdykuje
aberration,aberracja
aberrations,aberracje
abiathar,abiatar
abidjan,abidżan
abijah,abijasz
abimelech,abimelek
abyssinia,abisynia
abyssinians,abisyńczycy
abyssinian,abisyński
ablation,ablacja
ablate,ablacji
ablating,ablacji
ablative,ablacji
ablates,ablację
ablution,ablucja
ablutions,ablucji
abnegation,abnegacja
abolitionists,abolicjonistów
abomination,abominacja
subscriber,abonent
subscribers,abonentów
abortionists,aborcji
abortions,aborcji
boarding,abordaż
ved,abs
absenteeism,absencja
absolutely,absolutnie
absoluteness,absolutność
absolute,absolutny
illimitable,absolutny
absolutes,absoluty
absolutist,absolutysta
absolutism,absolutyzm
graduates,absolwenci
leavers,absolwenci
alumnus,absolwent
alumni,absolwentów
absorb,absorbować
absorbs,absorbuje
engrossing,absorbujący
absorption,absorpcja
absorptions,absorpcja
elide,abstrahować
abstracting,abstrahując
abstraction,abstrakcja
abstraktion,abstrakcja
abstractions,abstrakcje
abstractly,abstrakcyjnie
abstract,abstrakcyjny
abstrakte,abstrakcyjny
abstainers,abstynenci
abstinence,abstynencja
abstinent,abstynencję
abstainer,abstynent
teetotaller,abstynent
teetotallers,abstynentów
absurdity,absurd
absurdly,absurdalnie
irrationally,absurdalnie
incongruous,absurdalny
absurdist,absurdalnym
inanities,absurdów
apses,absydy
absinthe,absynt
lest,aby nie
aceasta,această
acetal,acetalu
acetone,aceton
acetylene,acetylen
ahab,achab
achaia,achaja
achaeans,achajowie
achaean,achajskim
ahaz,achaz
achromatic,achromatyczny
traverso,acid
acyclic,acykliczny
albeit,aczkolwiek
adhoc,ad hoc
damask,adamaszek
adaptation,adaptacja
adaptations,adaptacje
adaptive,adaptacyjne
adaptively,adaptacyjnie
adaptivity,adaptacyjność
adaptor,adapter
adapters,adaptery
adaptors,adaptery
objeto,address
additively,addytywnie
adequacy,adekwatność
adelaide,adelajda
adenine,adenina
adenoids,adenoidy
adepts,adepci
adiabatic,adiabatyczne
adiabatically,adiabatycznego
adjunct,adiunkt
adjuncts,adiunktów
adjutant,adiutant
aide,adiutant
administration,administracja
administrations,administracje
administratively,administracyjnie
administrative,administracyjny
admin,administrator
administrators,administratorzy
administrated,administrowana
administrating,administrowania
administer,administrować
administers,administruje
admiralty,admiralicja
admiral,admirał
admirals,admirałów
annotation,adnotacja
annotations,adnotacje
endorsements,adnotacje
adolescence,adolescencja
adolphus,adolf
adoptions,adopcje
adoration,adoracja
worshiper,adorator
worshipper,adorator
adored,adorowany
adore,adorować
adrenalin,adrenalina
adrenaline,adrenalina
address,adres
addressees,adresaci
addressee,adresat
addressability,adresowalność
addressable,adresowalnych
unaddressable,adresowana
addressing,adresowania
addresses,adresy
adrianople,adrianopol
adsorbed,adsorbowane
adsorb,adsorbować
adsorption,adsorpcja
avocats,adwokaci
barristers,adwokaci
barreaux,adwokacją
advocate,adwokat
attorney,adwokat
avocat,adwokat
barrister,adwokat
pleader,adwokat
adige,adyga
aerobic,aerobik
aerobics,aerobik
aerodynamically,aerodynamicznie
aerodynamic,aerodynamiczny
aerodynamics,aerodynamika
aerobraking,aerohamowania
aeronaut,aeronauta
aeronautic,aeronautyczny
aeronautics,aeronautyka
aerosols,aerozole
aphasia,afazja
primness,afektacja
affectedly,afektowanie
mincing,afektowany
affective,afektywne
goings,afery
afghanistan,afganistan
afghans,afgańczycy
afghan,afgańska
afghani,afgańska
affiliation,afiliacja
affiliated,afiliowany
affirmation,afirmacja
affirmations,afirmacje
affirmatively,afirmatywnie
placard,afisz
flaunt,afiszować
aphorist,aforysta
aphorism,aforyzm
aphoristic,aforyzmowy
aphorisms,aforyzmy
aphrodite,afrodyta
aphrodisiac,afrodyzjak
aphrodisiacs,afrodyzjaki
affront,afront
snub,afront
africa,afryka
africans,afrykanie
african,afryki
agape,agapa
agate,agat
agatha,agata
agave,agawa
agaves,agawy
agency,agencja
congeniality,agent
agitation,agitacja
agitee,agitée
agglomeration,aglomeracja
conurbations,aglomeracjami
agglomerations,aglomeracje
agglomerated,aglomerowany
agnes,agnieszka
agnostics,agnostycy
agnosticism,agnostycyzm
agnostic,agnostyk
agony,agonia
agonists,agonistów
agonist,agonistą
agonised,agonized
agoraphobia,agorafobia
agoraphobic,agorafobię
agrarian,agrarny
aggregations,agregacji
aggregate,agregat
chiller,agregat chłodniczy
generator,agregat prądotwórczy
aggregates,agregaty
chillers,agregaty chłodnicze
aggregating,agregowanie
aggression,agresja
aggressions,agresji
aggressor,agresor
aggressors,agresorami
gooseberries,agrest
gooseberry,agrest
aggressively,agresywnie
offensively,agresywnie
truculently,agresywnie
aggressiveness,agresywność
truculence,agresywność
aggressive,agresywny
lourd,agricole
agribusiness,agrobiznes
agrochemical,agrochemicznych
agrochemicals,agrochemicznych
agriculturist,agronom
agronomist,agronom
agronomy,agronomia
agronomists,agronomów
agrippina,agrypina
agrippa,agryppa
agreables,agréables
yep,aha
ahoy,ahoj
whitsunday,airlie
freshening,aj?
aegisthus,ajgistos
aeschines,ajschines
aeschylus,ajschylos
ayurvedic,ajurwedyjski
acacia,akacja
acacias,akacje
academy,akademia
academic,akademicki
academical,akademicki
academically,akademicko
academics,akademicy
academies,akademie
academician,akademik
dormitory,akademik
dormitories,akademiki
academicians,akademików
acanthus,akant
indent,akapit
paragraphing,akapity
accelerator,akcelerator
accelerators,akceleratory
accelerometer,akcelerometr
accelerometers,akcelerometry
accent,akcent
brogue,akcent irlandzki
accentuation,akcentowanie
accented,akcentowany
accentuate,akcentować
accentuates,akcentuje
accenting,akcentując
accentuating,akcentując
punctuating,akcentując
accents,akcenty
acceptance,akceptacja
acceptation,akceptacja
accepter,akceptant
acceptor,akceptor
condoning,akceptowanie
accepts,akceptuje
accepting,akceptując
acceptors,akceptujące
accessories,akcesoria
accessory,akcesorium
action,akcja
charity,akcja charytatywna
reprisal,akcja odwetowa
equities,akcje
shares,akcji
shareholding,akcjonariatu
shareholder,akcjonariusz
stockholder,akcjonariusz
shareholders,akcjonariusze
stockholders,akcjonariusze
perk,akcydens
excise,akcyza
acclamation,aklamacja
acclamations,aklamacje
acclimatisation,aklimatyzacja
acclimatised,aklimatyzacji
acclimatising,aklimatyzacji
acclimatise,aklimatyzować
accolade,akolada
acolyte,akolita
acolytes,akolitów
accompaniment,akompaniament
accompanist,akompaniator
chord,akord
tut,akord
accordion,akordeon
accordions,akordeony
accords,akordy
chords,akordy
acp,akp
acre,akr
accra,akra
accreditation,akredytacja
accredits,akredytacji
accrediting,akredytacyjny
accredited,akredytowany
accredit,akredytować
acrobats,akrobaci
stunts,akrobacje
acrobat,akrobata
contortionist,akrobata
acrobatic,akrobatyczny
acrobatics,akrobatyka
aerobatic,akrobatów
acronym,akronim
acronyms,akronimy
acropolis,akropol
acrostic,akrostych
acrylic,akryl
acrylics,akryle
acres,akrów
velvet,aksamit
silkiness,aksamitność
peachy,aksamitny
plushy,aksamitny
velvety,aksamitny
velvets,aksamity
axiom,aksjomat
axioms,aksjomaty
axiomatically,aksjomatycznie
axiomatic,aksjomatyczny
axon,akson
axons,aksony
act,akt
indictment,akt oskarżenia
dossier,akta
files,akta
actor,aktor
cricketer,aktor
actress,aktorka
actresses,aktorki
costars,aktorom
histrionic,aktorski
thespian,aktorski
histrionics,aktorstwo
actors,aktorzy
actualisation,aktualizacja
update,aktualizacja
updated,aktualizacja
updating,aktualizacja
upgrade,aktualizacja
updates,aktualizacje
upgradable,aktualizowanym
actualise,aktualizować
actualities,aktualności
news,aktualności
timeliness,aktualność
topicality,aktualność
topical,aktualny
actuarial,aktuarialna
actuaries,aktuariuszy
acts,akty
enactments,akty
nudes,akty
actinides,aktynowców
activation,aktywacja
activations,aktywacje
activating,aktywacji
activator,aktywator
energiser,aktywator
activators,aktywatory
activist,aktywista
elicitation,aktywizacja
activism,aktywizm
activists,aktywiści
campaigners,aktywiści
proactive,aktywne
actively,aktywnie
develope,aktywnie rozwija
active,aktywny
activated,aktywowane
activate,aktywować
activates,aktywuje
capitalises,aktywuje
asset,aktywów
indictments,aktów oskarżenia
legislated,aktów prawnych
accumulation,akumulacja
accumulative,akumulacyjne
accumulator,akumulator
rechargeable,akumulator
accumulators,akumulatory
accumulates,akumuluje
acupuncture,akupunktura
acupuncturists,akupunktury
acoustically,akustycznie
acoustic,akustyczny
acoustical,akustyczny
acoustics,akustyka
etcher,akwaforcista
etching,akwaforta
etchings,akwaforty
aqualung,akwalung
aquamarine,akwamaryn
watercolour,akwarela
watercolours,akwarele
aquaria,akwaria
aquariums,akwaria
aquarium,akwarium
aqueduct,akwedukt
aqueducts,akwedukty
aquileia,akwilei
canvassing,akwizycja
canvasser,akwizytor
alanine,alanina
alarmist,alarmista
alarming,alarmujące
alarmingly,alarmująco
alarms,alarmy
larm,alarmy
alb,alba
albatross,albatros
albatrosses,albatrosy
albanians,albańczycy
albanian,albański
albertine,albertyna
albinia,albinizm
albino,albinos
orme,albo ja
orso,albo tak
sketchbook,album
scrapbook,album na wycinki
albumin,albumina
albums,albumy
scrapbooks,albumy
alchemy,alchemia
alchemists,alchemicy
alchemical,alchemiczna
alchemist,alchemik
alcibiades,alcybiadesa
aldehyde,aldehyd
aldehydes,aldehydy
but,ale
now,ale już
cosey,ale nam
allegory,alegoria
allegories,alegorie
allegorically,alegorycznie
allegorical,alegoryczny
alley,aleja
avenue,aleja
avenues,aleje
alleys,alejki
alexandria,aleksandria
alexandrovitch,aleksandrowicz
alexandrovna,aleksandrowna
