English,Other
aah,ááá
aalii,aali
aardvarks,hrabáči
aardwolf,nočné africký cicavec
abaci,počítadla
aback,vzadu
abacterial,abakteriální
abacus,počítadlo
abacuses,počítadla
abaft,za
abalone,useň
abalones,ušňovití
aband,abanda
abandon,opustiť
abandoned,opustený
abandoning,opustenie
abandonment,opustenie
abandonments,zanechanie
abandons,opúšťa
abase,ponížiť
abased,ponížený
abasement,poníženie
abasements,poníženie
abases,ponížiť
abash,zahanbiť
abashed,v rozpakoch
abashes,zaraziť
abashing,zaraziť
abashment,zahanbenie
abashments,rozpaky
abasia,abazia
abasing,ponížiť
abate,zmenšiť
abated,poľavila
abatement,zníženie
abatements,základu dane nemožno odpočítať
abates,zmierňuje
abating,poľavuje
abatis,záseky
abatises,záseky
abattoir,bitúnky
abattoirs,bitúnok
abaxial,nesúosový
abb,útek
abbacies,opátstva výmenou
abbacy,opátstva
abbatial,opátsky
abbe,abbé
abbess,abatyše
abbesses,abatyšami
abbey,opátstva
abbeys,opátstva
abbot,opát
abbots,opáti
abbreviate,skrátiť
abbreviated,v skratke
abbreviates,skracuje
abbreviating,skráti
abbreviation,skratka
abbreviations,skratky
abbreviatory,skratkový
abbs,abby
abc,abeceda
abcee,abce
abdicable,nadbytočná
abdicate,odstúpiť
abdicated,odstupoval
abdicates,odstupuje
abdicating,abdikácii
abdication,odstúpenie
abdications,vzdanie sa
abdomen,brucho
abdomens,brucha
abdomina,brušných
abdominal,brušné
abdominally,abdominálna
abdominals,brušné
abdominoplasty,abdominoplastika
abdominous,brucha
abduct,uniesť
abducted,unesený
abductees,unesených
abduction,únos
abductions,únosy
abductor,únosca
abductores,únosca
abductors,únoscovia
abducts,unáša
abeam,z boku
abecedarian,abecedný
abecedarians,prvák
abed,na lôžko
abele,topoľ
abeles,topoľ
aberrance,chyba
aberrances,chyba
aberrant,blúdiaci
aberrantly,odchylne
aberration,odchýlka
aberrations,aberácie
abet,navádzať
abetment,ponoukání
abetments,napomáhanie
abets,podporovať
abetted,navádzal
abetter,napomáhajúce pri trestnom čine
abetting,účastníctvo
abettor,podnecovateľ
abettors,napomáhač
abeyance,odklad
abeyances,odklad
abhor,hnusí sa mi
abhorred,škaredosti
abhorrence,opovrhnutie
abhorrences,hrôza
abhorrency,abhorrence
abhorrent,odporný
abhorring,hnusiť sa
abhors,škaredí
abidance,zotrvávanie
abidances,zotrvanie
abide,dodržať
abided,dodržiaval
abides,zostáva
abiding,dodržiavanie
abietic,abietová
abigail,komorná
abigails,komorná
abilities,schopnosti
ability,schopnosť
abiogeneses,prvoplodenie
abiogenesis,prvoplodenie
abiotic,abiotické
abiotically,abioticky
abiturient,abiturienti
abject,biedny
abjection,poníženie
abjections,bieda
abjectly,biedne
abjectness,zavrženíhodnost
abjuration,odvolanie
abjurations,odvolanie
abjure,zriecť sa
abjured,zriecť sa
abjures,zriecť sa
abjuring,zriecť sa
ablactation,odstavenie
ablactations,odstavenie
ablate,ablácii
ablated,ablácia
ablates,odňať
ablating,ablácii
ablation,odstránenie
ablations,ablácia
ablative,ablatívu
ablaze,horiace
able,schopný
abled,môcť
abler,schopnejší
ables,hnuteľností
ablest,schopný
ablet,ableto
abling,môcť
abloom,kvitnúce
ablow,rozkvitnutý
ablush,nesvoj
abluted,umyť sa
ablution,omývanie
ablutions,omývanie
ably,obratne
abnegate,vzdať sa
abnegated,odriekať si
abnegates,odriekať si
abnegating,odriekať si
abnegation,zrieknutie
abnegations,odriekanie
abnormal,abnormálne
abnormalities,abnormality
abnormality,anomálie
abnormally,abnormálne
abnormities,nepravidelnosť
abnormity,abnormalita
aboard,na palube
abode,príbytok
abodes,príbytky
abolish,zrušiť
abolished,zrušený
abolishes,ruší
abolishing,zrušenie
abolishment,zrušenie
abolishments,odstránenie
