English,Other
an,
the,
aupairs,& aupair-ov
apriori,a priori
abacus,abakus
abdicated,abdiciran
alphabets,abeced
alphabet,abeceda
alphabetically,abecedi
alphabetical,abecednega
alphabetic,abecedni
aberration,aberacija
aberrations,aberacije
abyssinian,abesinske
abiathar,abiatar
abijah,abija
abimelech,abimelek
ablation,ablacija
ablate,ablacijo
ablative,ablativnega
abolitionists,abolicionisti
abrasion,abrazijo
abscess,absces
abscesses,abscesi
abscissa,abscisa
abscissas,abscisi
absenteeism,absentizem
absinthe,absint
absolutism,absolutizem
absolute,absolutna
absolutely,absolutno
absoluteness,absolutnost
graduands,absolventov
absorbers,absorberji
absorbe,absorbira
absorbed,absorbira
absorbing,absorbira
absorbs,absorbira
dissipating,absorbira
absorb,absorbirajo
absorption,absorpcija
absorptions,absorpcija
absorptivity,absorptivnost
abstainers,abstinenti
abstinent,abstinenčni
abstracting,abstrahiranje
abstraction,abstrakcija
abstractions,abstrakcije
abstract,abstraktna
abstractly,abstraktno
absurdist,absurdni
absurdly,absurdno
ridiculousness,absurdnost
absurdities,absurdnosti
acetate,acetat
acetates,acetati
acetylene,acetilen
acetone,aceton
acidifying,acidificirajo
acyclic,aciklične
activite,activité
aking,adaljnje
adamantine,adamantin
adaptor,adapter
adapters,adapterji
adaptors,adapterji
redone,adaptiran
adaptively,adaptivno
adenine,adenin
adenoma,adenom
adenomas,adenomov
adepts,adeptov
adhesions,adhezije
adiabatically,adiabatično
adiabatic,adiabatno
byebye,adijo
additively,aditivno
adjectival,adjektivne
adjuncts,adjuvansi
admetus,admet
administratively,administrativno
administrating,administriranje
admirals,admiralov
adolescence,adolescenca
adrenaline,adrenalin
addressable,adresabilni
adrianople,adrianoplu
adsorb,adsorbira
adsorbed,adsorbirano
adsorption,adsorpcija
trump,adut
aerobic,aerobika
aerobics,aerobika
aerobe,aerobne
aerobes,aerobne
aerobically,aerobno
aerodynamics,aerodinamika
aerodynamic,aerodinamični
aerofoil,aerodinamičnim profilom
aerodynamically,aerodinamično
aeronautics,aeronavtika
aerosols,aerosoli
aphasia,afazija
overplay,afektirati
affective,afektivno
aphelion,afelij
affair,afera
afghani,afganistan
afghanistan,afganistan
afghans,afganistanci
afghan,afganistanska
affine,afina
affinities,afinitete
affinity,afiniteto
