English,Other
regicide,'brenin leiddiad'
fiches,'fiches'
hawser,'hawser'
weird,'n annaearol
pretty,'n bert
cute,'n giwt
nice,'n glws
nicely,'n glws
handy,'n hylaw
sleek,'n llyfn
really,'n sylweddol
brute,'n ysgrublaidd
quoniam,'quoniam
caused,a achoswyd
foaled,a anwyd
funded,a ariennir
lumpier,a bawd
endureth,a bery
paid,a dalwyd
ended,a ddaeth i ben
aileth,a ddarfu i
provided,a ddarperir
used,a ddefnyddir
obtains,a dderbynnir
despoiled,a ddifethwyd
ensuing,a ddilynodd
waiteth,a ddisgwyl
dispensed,a ddosberthir
bringeth,a ddwg
desired,a ddymunir
allocated,a ddyrannwyd
learned,a ddysgwyd
learnt,a ddysgwyd
consigning,a draddododd
scheduled,a drefnwyd
frankly,a dweud y gwir
incurred,a dynnir
breaketh,a dyr
excepted,a eithrir
mayest,a ellir
nominated,a enwebwyd
named,a enwir
adopted,a fabwysiadwyd
thinketh,a feddwl
bygone,a fu
bequeathing,a gadawodd
ovations,a gafodd gymeradwyaeth uchel
obtained,a gafwyd
seeketh,a gais
permissibility,a ganiateir
permitted,a ganiateir
predominates,a geir yn bennaf
commissioned,a gomisiynwyd
constituted,a gyfansoddwyd
tabled,a gyflwynwyd
issued,a gyhoeddwyd
subtended,a gynhelir
unevaluated,a gynigiwyd ganddynt
alacarte,a la carte
slaughtered,a laddwyd
compiled,a luniwyd
unravelling,a lwyddodd i ddatrys
clave,a lynodd
sponsored,a noddir
characterised,a nodweddwyd
aforesaid,a nodwyd uchod
waitin,a oedd yn aros
requireth,a ofyn
imposed,a osodwyd
laid,a osodwyd
absolved,a phob adran
managed,a reolir
afforded,a roddir
conferred,a roddwyd
granted,a roddwyd
interspersing,a thraw
thereby,a thrwy hynny
thus,a thrwy hynny
administered,a weinyddir
manufactured,a weithgynhyrchir
seest,a weli
knowest,a wyddost
hearest,a wyt
lovest,a wyt
appeareth,a ymddengys
maned,a'i fwng llaes
fac,a'u hwyneb
dells,aadgos
esas,aasau
aen,aay
abbot,abad
abbots,abadau
abbess,abades
abbeys,abatai
abbey,abaty
abdominal,abdomenol
abijah,abeia
estuary,aber
milford,aberdaugleddau
estuaries,aberoedd
estuarine,aberol
swansea,abertawe
sacrifice,aberth
propitiation,aberth cymod
