English,Other
aardwolf,protelo
aardwolves,protelo
abaca,abacá
abacas,abacá
abaci,ábacos
aback,para trás
abacterial,não-bacteriana
abacus,ábaco
abacuses,ábacos
abaft,à ré
abalone,haliote
abalones,haliote
abandon,abandonar
abandoned,abandonado
abandonee,segurador
abandonees,segurador
abandoning,abandonando
abandonment,abandono
abandonments,abandonos
abandons,abandona
abase,humilhar
abased,humilhado
abasement,rebaixamento
abasements,humilhação
abases,humilha
abash,embaraçar
abashed,envergonhado
abashes,embaraçar
abashing,embaraçar
abashment,embaraço
abashments,vergonha
abasing,humilhando
abate,diminuir
abated,abatida
abatement,diminuição
abatements,abatimentos
abates,diminui
abating,diminuir
abatises,abatis
abattoir,matadouro público
abattoirs,matadouros
abb,tecido
abbacies,abadia
abbacy,abadia
abbatial,abacial
abbe,abade
abbess,abadessa
abbesses,abadessas
abbey,abadia
abbeys,abadias
abbot,abade
abbots,abades
abbreviate,abreviar
abbreviated,abreviado
abbreviates,abrevia
abbreviating,abreviar
abbreviation,abreviatura
abbreviations,abreviaturas
abbreviatures,siglas
abbs,tecido
abc,rudimentar
abdicate,abdicar
abdicated,abdicado
abdicates,abdica
abdicating,abdicando
abdication,abdicação
abdications,abdicações
abdicator,abdicador
abdicators,abdicador
abdomen,abdômen
abdomens,abdômen
abdomina,abdômen
abdominally,abdominalmente
abdominals,abdominais
abdominoplasty,abdominoplastia
abdominous,barrigudo
abduce,abduzir
abduced,abduzido
abducens,abducente
abducent,abducente
abduct,abduzir
abducted,seqüestrado
abductee,abduzido
abductees,abduzidos
abducting,seqüestrando
abduction,abdução
abductions,abduções
abductor,raptor
abductores,abdutor
abductors,raptores
abducts,rapta
abeam,de través
abecedarian,abecedário
abecedarians,principiante
abed,acamado
abele,choupo-branco
abeles,choupo-branco
abelian,abeliano
aberdevine,pintassilgo verde
aberdevines,pintassilgo verde
aberrance,aberração
aberrances,aberrações
aberrancy,aberração
aberrant,aberrante
aberrantly,aberrante
aberrants,aberrantes
aberrated,aberrado
aberration,aberração
aberrational,aberração
aberrations,aberrações
abet,estimular
abetment,cumplicidade
abetments,cumplicidade
abets,auxiliar
abetted,auxiliar
abetter,cúmplice
abetters,cúmplices
abetting,cumplicidade
abettor,instigador
abettors,cúmplices
abeyance,pendência
abeyances,pendências
abhor,abomino
abhorred,abominou
abhorrence,aversão
abhorrences,aversão
abhorrent,repugnante
abhorrently,abominavelmente
abhorring,abominando
abhors,abomina
abidance,permanência
abidances,permanência
abide,habitar
abided,respeitados
abides,habita
abiding,cumpridores
abidings,permanências
abilities,habilidades
ability,capacidade
abiogeneses,abiogênese
abiogenesis,abiogênese
abiogenic,abiogênica
abiotic,abiótico
abiotically,abiótica
abiotrophy,abiotrofia
abject,abjeto
abjection,degradação
abjections,degradação
abjectness,abjeção
abjects,homens miseráveis
abjuration,abjuração
abjurations,abjurações
