English,Other
aahed,aa
aardvarks,erdvarke
aardwolves,aardwolwe
aaronic,aaron
aaronite,aäroniete
aback,uit die veld geslaan
abacus,abakus
abada,abadá
abalone,perlemoen
abandon,verlaat
abandoned,verlate
abandonedly,immo reel
abandoning,laat vaar
abandonment,verlating
abandons,verlaat
abase,klein maak
abased,verneder
abasement,vernedering
abases,verneder
abashed,aangegryp
abashment,benard
abatable,verminder baar
abate,bedaar
abated,afgeneem
abatement,vermindering
abatements,kortings
abates,syne
abating,bedaar
abatis,verstopping
abattis,verhaking
abaxial,abaksiale
abbatial,abdij
abbess,abdis
abbesses,abdissen
abbeys,kloosters
abbot,abt
abbots,abbe
abbreviate,afkort
abbreviated,verkorte
abbreviates,gebruik afkortings
abbreviating,afkort
abbreviation,afkorting
abbreviations,afkortings
abbreviators,afkortings
abcs,abc
abdicate,abdikeer
abdicated,geabdikeer
abdicates,abdikeer
abdicating,afstand doen
abdication,abdikasie
abdiel,abdiël
abdomen,buik
abdomens,agterlywe
abdomina,abdomen
abdominal,abdominale
abdominals,maag
abdominoplasty,maag
abducent,abdusente
abduct,ontvoer
abducted,ontvoer
abducting,ontvoer
abduction,ontvoering
abductions,ontvoerings
abductor,ontvoerder
abductors,ontvoerders
abducts,ontvoer
abeam,dwarsopsy
abecedarian,alphabetisch
abed,n bed
abelian,abelse
aberdevine,barmsijs
aberrant,afwykende
aberration,afwyking
aberrations,afwykings
abetment,medeplichtigheid
abets,bystand verleen
abetter,handlanger
abetting,bystand
abettor,aanzetter
abettors,baie aanhitsers
abeyance,tydelike opschorting
abhor,afsku
abhorrence,weersin
abhorrent,gruwelike
abhorring,verag
abhors,verafsku
abid,n aanbod
abidance,vervulling
abide,bly
abided,gehou
abiding,verdra
abidingly,blywend
abiezer,abiëser
abilities,vermoëns
ability,vermoë
abiotic,abiotiese
abject,volslae
abjection,haar beswaar
abjects,lae mense
abjuration,afswering
abjure,afsweer
abjured,rooms katolieke
abjuring,verloën
abkhaz,abchazische
abkhazia,abchazië
abkhazian,abkasies
ablactation,afspening
ablation,ablasie
ablations,ablatie
ablative,ablatief
ablaze,brand
able,staat
abled,bekwaamhede
abler,in staat
ables,veranderlikes
ablest,in staat
abloom,bloeiend
ablution,ablusie
ablutions,ablusiegeriewe
ably,bekwaam
abnegate,abnegeren
abnegation,afswering
abnormal,abnormale
abnormalities,abnormaliteite
abnormality,abnormaliteit
abnormally,abnormaal
abnormity,anomalie
aboard,aanboord
abode,woning
abodes,woonplekke
abolish,skaf
abolished,afgeskaf
abolishes,skaf
abolishing,afskaffing
abolishment,afskaffing
abolition,afskaffing
abolitionist,teenstander van slawerny
abolitionists,afskaffers
abominable,gruwelike
abominably,afskuwelik
abominate,verfoeien
abominated,verfoei
abominates,verafsku
abominating,afsku
abomination,gruwel
abominations,gruwels
abonnement,inskrywing
abonnements,abonnementen
abord,aan boord
aborigine,inboorling
aborigines,inboorlinge
abort,aborteer
aborted,geaborteer
abortifacient,abortiewe
aborting,staak
abortion,aborsie
abortionist,aborteur
abortionists,aborsioniste
abortions,aborsies
abortive,mislukte
aborts,aborteer
abortus,arbortus
abound,oorvloed
abounded,meer geword het
abounding,oorvloedig
abounds,volop
about,oor
abouts,telkens
above,bo
aboveboard,eerzaam
aboveground,bo grond
abovementioned,bogenoemde
abow,n boog
abox,n boks
abr,apr
abracadabra,wartaal
abrade,skure
abraded,nerfaf
abraders,polijst
abrahamic,abrahamitiese
abrasion,skuur
abrasions,skaafplekke
abrasive,skuur
abrasives,skuur
abreact,afreageren
abreast,hoogte
abreuvoir,abreu voir
abridge,besnoeien
abridged,verkorte
abridgement,uittreksel
abridgements,uittreksels
abridgment,inperking
abroad,buiteland
abrogate,bowe
abrogated,opgehef
abrogating,ophef
abrogation,opheffing
abrupt,skielike
abruption,afsondering
abruptly,skielik
abruptness,verrassing
abscess,abses
abscesses,absesse
abscission,afsnyding
abscond,dros
absconded,verloopte
abscondence,drostery
absconding,dros
absconds,dros
abseiled,geabseil
abseiling,abseil
absence,afwesigheid
absences,afwesighede
absent,afwesig
absented,afwesig was
absentee,afwesige
absenteeism,afwesigheid
absentees,afwesiges
absenting,afwesig
absently,ingedagte
absentminded,ingedagte
absentmindedly,ingedagte
absents,afwesig
absinthe,helfrich
absolent,odf
absolutely,absoluut
absoluteness,absoluutheid
absolutes,absolute
absolution,absolusie
absolutised,verabsoluteerde
absolutism,absolutisme
absolutist,absolutistiese
absolutization,verabsolutering
absolve,onthef
absolved,kwytgeskeld
absorb,absorbeer
absorbable,absorbeerbare
absorbance,absorbansie
absorbances,absorbansies
absorbancy,absorbansie
absorbant,absorberende
absorbed,geabsorbeer
absorbency,absorbeervermoë
absorbent,absorberende
absorbents,absorbeermiddels
absorber,demper
