English,Other
fenestrated,& nbsp; fenestrated
intramedullary,& nbsp; intramedullary
diglot,(ang dating
diglotedition,(ang dating edisyon
luted,(convoluted)
bahay,: bahay
bijoux,; bijoux
fronter,> fronts
polytunnel,[hindi malinaw]
trifoliumrepens,[repens
alikelystory,a malamang kuwento
refereto,a sa
salbutamol,a salbutamol
abomb,a-bomba
notifying,aabiso
notified,aabisuhan
abuser,aabuso
dealt,aaksyunan
flatscreen,aalaga ng
cern,aalala
alborg,aalborg
abolitionists,aalipin
demeans,aalipusta
dusting,aalis ng alikabok
unmarking,aalis ng marka
disarmament,aalis ng mga sandata
leavingcertificate,aalis sertipiko
unstop,aalisan ng takip
beremoved,aalisin
consolator,aalo
ramshackle,aalug-alog
ambitioning,aambisyon
inviter,aanyaya
approves,aaproba
schoolgirl,aaral na babae
exposers,aari exposers
authorises,aautorisa
authorizes,aautorisa
beorganized,aayusin
abextra,ab dagdag na
abused,aba
whoa,aba
woeto,aba
humbleoneself,aba ang sarili
woebetide,aba betide
humbleabode,aba tahanan
lowlyman,aba tao
abacloth,aba tela
hemp,abaka
hemps,abaka
hempclothes,abaka damit
rudiments,abakada
abaci,abako
abacus,abako
abacuses,abako
affairs,abal
bother,abala
botheration,abala
botherations,abala
bothers,abala
inconvenience,abala
inconveniences,abala
obstructions,abala
botherheadabout,abala ang mga pinuno tungkol sa
botheroneself,abala ang sarili
busyoneself,abala ang sarili
occupiedwith,abala sa
busytime,abala sa oras
disturb,abalahin
disturbing,abalahin
disturbs,abalahin
busyplace,abalang lugar
preoccupied,abalang-abala
preoccupiedstate,abalang-abala estado
preoccupiedwith,abalang-abala sa
standardbearer,abanderado
abandoned,abandonado
abatvent,abat-magbulalas
abatablenuisance,abatable istorbo
waylaying,abatan
bridesman,abay
bridesmen,abay
consort,abay
retainer,abay
retainers,abay
bridesmaid,abay na babae
bridesmaids,abay na babae
groomsman,abay na lalaki
groomsmen,abay na lalaki
beabbreviated,abbreviated
abbe,abbé
abbecondenser,abbé pampalapot
abdicatedemperor,abdicated emperador
abducensmuscle,abducens kalamnan
abducensnerve,abducens magpalakas ng loob
abducentnerve,abducent magpalakas ng loob
apiaries,abehera
apiary,abehera
tans,abelyana
avenue,abenida
avenues,abenida
aviculture,abikultura
ability,abilidad
lech,abimelec
notice,abiso
notices,abiso
notification,abiso
notificationofadecisionofamuslimlaw,abiso ng isang desisyon ng isang muslim batas
publicnotice,abiso sa publiko
notifyof,abisuhan ng
ablative,ablatibo
ablatives,ablatibo
ablativeabsolut,ablatibo absolut
ablativecase,ablatibong kaso
abneylevel,abney antas
abnormalcondition,abnormal na kondisyon
abnormalcreature,abnormal na nilalang
abnormalsubstancecirculatingintheblood,abnormal sangkap na nagpapalipat-lipat sa dugo
ash,abo
ashes,abo
grayer,abo
grayest,abo
grays,abo
greyest,abo
abogroup,abo grupo
ashesofdeceased,abo ng namatay
ashcoloured,abo-kulay -
ashcolored,abo-kulay na mga
attorneys,abogado
lawyer,abogado
lawyers,abogado
fertilises,abonohan
aboriginalaustralian,aboriginal australya
abortivebirth,abortive kapanganakan
overtaken,abot
overtaking,abot
visibilities,abot ng mata
visibility,abot ng mata
reachmedown,abot-me-down
reachmedowns,abot-me-down
horizon,abot-tanaw
aboundinginwater,abounding sa tubig
abradingstone,abrading bato
abrahamsbosom,abrahams dibdib
abridgedversion,abridged bersyon
apr,abril
april,abril
aprilfool,abril fool
abrege,abrégé
abscessedtooth,abscessed ngipin
abscissas,abscissa
