English,Other
bromides,#name?
dichloride,#name?
europes,#name?
liquefaction,#name?
onto,#name?
quainter,#name?
excepting,... kivitelivel
uberall,\berall
ubernehmen,\bernehmen
regards,\dvvzlet
celebrates,\nnepel
solemnly,\nnepilyesen
hollo,\vvlt
uzbekistan,\zbegisztan
thorir,^srir
baptists,a baptistak
incorporable,a beipmtheto
biodiversity,a biolsgiai sokfilesig
insures,a biztosmtsk
correctional,a b|ntetis-vigrehajtasi
cypriot,a ciprusi
cypriots,a ciprusiak
citruses,a citrusfilik
corunna,a coruqa
drat,a csudaba
courgettes,a cukkini
teats,a cumit
dow,a dow
drams,a dram-ok
lettuces,a fejes salata
parties,a felek
groundwater,a felszmn alatti vizek
youth,a fiatalok
refiners,a finommtsk
downstairs,a fvldszinten
quails,a f|rj
gawk,a gawk
larboard,a hajs bal oldala
hangouts,a hangouts
repealed,a hatalyon kmv|l helyezett
erant,a hutokvzeg
rightwingers,a jobboldaliak
prospectively,a jvvore nizve
contacted,a kapcsolatot
festers,a kelisek
christians,a keresztinyek
fielded,a kezdocsapat
bluebeard,a kikszakallz
pictured,a kipen
seconded,a kirendelt
later,a kisobbiekben
latecomers,a kison irkezok
spilled,a kivmlvtt
spilt,a kivmlvtt
consiste,a kvvetkezokbol allnak
alacarte,a la carte
stateoftheart,a legkorszerubb
most,a legtvbb
inmost,a legtvbben
custodianship,a letitkezelis
fetches,a letvltisek
todays,a mai
stayers,a maradsk
managerially,a menedzsment oldalarsl
timetabled,a menetrend
hould,a mennyiben
liming,a meszezis
metrication,a metrikus
ours,a miink
omniscience,a mindentudas
mormons,a mormonok
unauthenticated,a nem hitelesmtett
unchallenged,a nem vitatott
norwegians,a norvigok
fairways,a palyak
parliamentarians,a parlamenti kipviselok
littoral,a partvidik
valueformoney,a pinz irtike
thered,a piros
burgesses,a polgaroknak
protestantism,a protestantizmus
shortens,a rvvidebbi
swedes,a svidek
freemasons,a szabadkomuvesek
uncontentious,a szabalyozast
crum,a szakacs
eyecatching,a szembetuno
texturally,a szerkezete
wights,a szlya
usual,a szokasos
neighbors,a szomszidok
punning,a szsjatik
suburbanisation,a szuburbanizacis
hake,a sz|rke tokehal
granting,a tamogatast nyzjts
your,a te
redistributions,a terjesztett
tibetans,a tibetiek
oblongs,a tiglalapok
stifles,a tird
enciphering,a titkosmtas
hereinafter,a tovabbiakban
tripwire,a tripwire
overdose,a tzladagolas
overdosing,a tzladagolas
divorce,a valas
respondents,a valaszadsk
bulkheads,a valaszfalak
drovers,a varva
wal,a wal
incommoding,a zavars
discontinue,abba
relinquish,abbahagy
quitted,abbahagyta
therein,abban
abbas,abbasz
aberrations,aberracisk
aberrant,aberrans
abyssinian,abesszin
abyssinia,abesszmniat
alphabet,abici
alphabets,abici
abijah,abija
abelard,abilard
abimelech,abimilek
abiathar,abjatharnak
ablation,ablacis
ablating,ablaciss
window,ablak
embrasure,ablakmilyedis
windows,ablakok
windowed,ablakos
windowing,ablakozasi
casement,ablakszarny
sash,ablakszarny
pane,ablaktabla
windowless,ablaktalan
wipers,ablaktvrlo
ablative,ablativus
abnormally,abnormalisan
abolitionists,abolicionistak
abortionists,abortusz
abortions,abortusz
fig,abra
figure,abra
daydreams,abrandok
fanciful,abrandos
dreaming,abrandozas
phiz,abrazat
visage,abrazat
countenances,abrazatotokra
depict,abrazol
portray,abrazol
depiction,abrazolas
figuration,abrazolas
portrayal,abrazolas
