English,Other
abaci,numërator
aback,prapa
abacus,numërator
abacuses,numërator
abaft,tek pupa
abalone,guaskë
abalones,guaskë
abandon,braktis
abandoned,braktisur
abandoning,braktisja
abandonment,braktisje
abandonments,braktisje
abandons,braktis
abase,poshtëroj
abased,poshtërohet
abasement,poshtërim
abasements,poshtërim
abases,ul
abash,turbulloj
abashed,i hutuar
abashes,turbulloj
abashing,turbulloj
abashment,turbullim
abashments,turbullim
abasing,ajo ëshë që rrëzon
abate,i jap fund
abated,pakësuar
abatement,sasi e zbritur
abatements,rënie
abates,heq
abating,minimizimin
abatis,grumbull
abatises,grumbull
abattoir,thertore
abattoirs,thertore
abbacies,abaci
abbacy,abaci
abbess,e para e murgeshave në një abaci
abbey,abaci
abbeys,abaci
abbot,kryemurg
abbots,abotë
abbreviate,shkurtoj
abbreviated,i shkurtuar
abbreviates,shkurtoj
abbreviating,shkurtoj
abbreviation,shkurtim
abbreviations,shkurtesat
abc,alfabet
abdicate,heq dorë
abdicated,heq dorë
abdicates,heq dorë
abdicating,heq dorë
abdication,abdikim
abdications,abdikim
abdomen,bark
abdomens,bark
abdomina,bark
abdominal,i barkut
abdominous,barkmadh
abduct,rrëmbëj
abducted,rrëmbyer
abductee,i rrembyer
abductees,rrembyer
abducting,rrëmbimin
abduction,rrëmbim
abductions,rrëmbimet
abductor,rrëmbyes
abductores,rrëmbyes
abductors,rrëmbyesit
abducts,rrëmben
abeam,tërthor
abecedarian,në rendin alfabetik
abed,në shtrat
aberrant,jonormal
aberration,lajthitje
aberrations,devijime
abet,mbështet
abetment,përkrahje
abetments,përkrahje
abets,mbështet
abetted,përkrahur
abetter,nxitës
abetters,nxitës
abetting,bashkëfajësinë
abettor,bashkëfajtor
abettors,nxitës
abeyance,gjendje e pritjes
abeyances,pezullim
abhor,neveri
abhorred,neveri
abhorrence,neveri
abhorrences,neveri
abhorrent,i pështirë
abhorring,urrej
abhors,urren
abidance,nënshtrim
abidances,nënshtrim
abide,rri
abided,respektuar
abider,përhershëm
abides,qëndron
abiding,bindet
abilities,aftësitë
ability,aftësi
abiogeneses,abiogjenez
abiogenesis,abiogjenez
abiotic,abiotik
abject,i mjerë
abjection,poshtërim
abjections,poshtërim
abjects,disa shpifës
abjure,heq dorë me betim
abjured,heq dorë me betim
abjures,heq dorë me betim
abjuring,heq dorë me betim
ablactation,zvjerdhje
ablactations,zvjerdhje
ablation,amputim
ablations,amputim
ablative,rasë rrjedhore
ablatives,rasë rrjedhore
ablauts,ablaut
ablaze,në flakë
able,i aftë
abler,i aftë
ablest,i aftë
abloom,në lulëzim
ablush,në hutim
ablution,pastrim me ujë
ablutions,avdes
ably,me aftësi
abnegate,heq dorë nga
abnegates,mohoj
abnegation,mohim
abnegations,mohim
abnormal,jonormal
abnormalities,anomalitë
abnormality,anomali
abnormally,parregull
aboard,në bord
abode,vendbanim
abodes,vendbanim
abolish,shfuqizoj
abolished,hequr
abolishes,shfuqizon
abolishing,heqjen
abolishment,anulim
abolishments,anulim
abolition,zhdukje
abolitionism,çrrënjosjen e skllavërisë
abolitionist,hequr
abolitions,heqje
abominable,i neveritshëm
abominably,të neveritshme
abominate,neveri
abominated,tmerr
abominates,ndjej të ndotë
abominating,ndjej të ndotë
abomination,neveri
abominations,gjërat e neveritshme
abonnement,abone
abonnements,abone
aboriginal,vendës
aboriginals,aborigjenët
aborigine,vendës
aborigines,vendasit e
abort,dështoj
aborted,i ndërprerë
aborting,dështoj
abortion,abort
abortionists,abortionist
abortions,abortet
abortive,i pafrytshëm
aborts,dështoj
abound,ka me bollëk
abounded,është i tepruar
abounding,tepruar
abounds,pasur
about,për
above,sipër
abracadabra,gjuhë pa kuptim
abradant,gërryes
abradants,gërryes
abrade,zmeriloj
abrades,zmeriloj
abram,abrami
abranchial,pa velza
abranchiate,pa velza
abrasion,pastrim
abrasions,pastrim
abrasive,gërryes
abrasives,lëndë gërryese
abreaction,abreagim
abreactions,abreagim
abreast,krah për krah
abridge,pakësoj
abridged,shkurtuar
abridgement,përmbledhje
abridgements,përmbledhje
abridges,shkurtoj
abridging,përmbledhur
abridgment,konspekt
abridgments,përmbledhje
abroad,jashtë vendit
abrogate,anuloj
abrogated,shfuqizohen
abrogates,shfuqizon
abrogating,shfuqizimin
abrogation,shfuqizim
abrogations,shfuqizime
abrogative,abrogativ
abrupt,i papritur
abruption,shkëputje
abruptions,shkëputje
abruptly,befas
abruptness,vrazhdësi
abruptnesses,vrazhdësi
abscess,lungë
abscessed,formoj lungë
abscesses,abscese
abscessing,formoj lungë
abscissa,abshisë
abscissae,abshisë
abscissas,abshisë
abscission,amputim
abscissions,amputim
abscond,ua mbath
absconded,arratis
absconding,arratisje
absconds,ua mbath
absence,mungesë
absences,mungesat
absent,që mungon
absentee,mungestar
absenteeism,shmangie nga votim
absenteeisms,shmangie nga votim
absentees,mungestar
absently,hutueshëm
absentminded,i pavëmendshëm
absinth,glikanxo
absinthe,glikanxo
absinthes,glikanxo
absinths,glikanxo
absolute,absolut
absolutely,absolutisht
absoluteness,absolutizmin
absolutes,absolute
absolution,falje
absolutions,falje
absolutism,absolutizëm
absolutisms,absolutizëm
absolutists,absolutisteve
absolutize,absolutizojmë
absolve,shfajësoj
absolved,i falur
absolvent,absolventë
absolves,shfajësoj
absolving,shfajësimin
absorb,thith
absorbable,absorbueshme
absorbed,zhytur
absorbent,thithës
absorbents,absorbent
absorber,amortizator
absorbers,amortizatore
absorbing,përthithës
absorbs,thith
absorption,thithje
absorptions,absorbimet
absorptive,tërheqës
abstain,abstenoj
abstained,pjesë në votim
abstainer,njeri i përkorë
abstainers,abstenuesit
abstaining,abstenuan
abstains,abstenon
abstemious,i kursyer
abstention,abstenim
abstentions,abstenime
abstergent,mjet pastruese
abstergents,mjet pastruese
abstersion,pastrim
abstersions,pastrim
abstinence,maturi
abstinent,i kursyer
abstract,abstrakt
abstracted,i përhumbur
abstractedly,me mendje gjetiu
abstracting,përmbledh
abstraction,abstragim
abstractions,abstraksione
abstractive,abstragues
abstractly,abstrakte
abstracts,abstrakteve
abstruse,i thellë
absurder,absurd
absurdest,absurd
absurdities,absurditete
absurdity,absurditet
absurdly,absurd
abundance,bollëk
