English,Other
pawed,* zinaguguda pansi
arabs,a aluya
chiffon,a chiffon
hispanic,a chisipanishi
chit,a chit
a group of numbers,a gulu la manambala
a sealed,a losindikizidwa
macintosh,a macintosh
mixers,a madera
of such behavior,a makhalidwe otere
toothache,a mano
parishioners,a mmatchalitchi
community,a mmudzi umodzi
morgans,a morgan
fishs,a nsomba
yahoo,a yahoo
beastly,a zilombo
aboriginal,aaborijini
aborigines,aaborijini
daughters,aakazi
chronically,aakulu
gale,aakulu
gross,aakulu
loomed,aakulu
spaciousness,aakulu
strapped,aakulu
vast,aakulu
vaster,aakulu
inns,aalendo
amalekites,aamaleki
ammonites,aamoni
amorites,aamori
toddlers,aangono
vassals,aangono
venial,aangono ndi a kupha
hubs,aangono okwana
aztecs,aaziteki
papa,ababa
papas,ababa
babylonians,ababulo
loon,abakhawa
brotherly,abale
brothers,abale
kin,abale
kinsmen,abale
ren,abale
siblings,abale
daddies,abambo
daddy,abambo
dads,abambo
fathers,abambo
pappy,abambo
baptists,abaptisti
tranquil,abata
tranquility,abata
tranquillity,abata
bushmen,abathwa anamenyana
abbots,abbot a
loot,abe
abed,abedinego
abel,abele
abels,abele
abigail,abigayeli
gail,abigayeli
abimelech,abimeleki
abner,abineri
absalom,abisalomu
abijah,abiya
abiathar,abiyatara
expeditionary,aboma
governess,aboma
uber,about
abraham,abrahamu
abrahams,abrahamu
abram,abramu
buddhists,abuda
asses,abulu
herders,abusa
herdsmen,abusa
shepherdesses,abusa
shepherds,abusa
drovers,abusa amabwera
mastermind,abwana
returneth,abwerera
reinstatement,abwezeretsedwe
conducive,abwino
good,abwino
good.,abwino
potable,abwino
abiathar,abyatara
acclimatisation,acclimatization
untruth,achabe
aglow,achangu
zealous,achangu
warners,achenjezi
dynasties,achepetse
lingering,achezera
kinsfolk,achibale
relatives,achibale
buddhas,achibuddha
frankish,achifulanki
aristocrat,achifumu
gangsters,achifwamba
pirates,achifwamba
robbers,achifwamba
marauder,achifwambali
golden,achigolidi
adulterers,achigololo
adulteresses,achigololo
sexy,achigololo
retard,achigonjetse
israelitish,achiisraeli
rudimentary,achikalekale
calvinists,achikalvini
carmelite,achikamerlo
yellows,achikasu
feminine,achikazi
sissies,achikazi
ageless,achikhalire
fundamentalists,achikhazikitso
communistic,achikominisi
christendom,achikristu
elders,achikulile
older,achikulire
heathen,achikunja
heathens,achikunja
heretical,achikunja
pagans,achikunja
unchristian,achikunja
peculiar,achilendo
unfamiliar,achilendo
levitical,achilevi
lutheran,achilutera
lutherans,achilutera
americans,achimereka
ite,achimowabu
mohammedans,achimuhamadi
mohammedanism,achimuhammadi
peelings,achinangwa
fourth,achinayi
confidante,achinsinsi
adolescents,achinyamata
fad,achinyamata
teenagers,achinyamata
teens,achinyamata
youngsters,achinyamata
youthful,achinyamata
hipster,achinyamata amakono
dewdrop,achinyamata ndi mame
rowdy,achinyamata okhaokha
punk,achinyamata ovuta
counterfeiters,achinyengo
fallacious,achinyengo
fraudulent,achinyengo
hypocritical,achinyengo
religionists,achipembedzo
mobs,achipolowe
derogatory,achipongwe
epithets,achipongwe
impertinent,achipongwe
snoopy,achipongwe
presbyterians,achipresbateria
protestants,achiprotestanti
happier,achisangalo
happiest,achisangalo
happy.,achisangalo
snowy,achisanu
saxon,achisaxon
saxons,achisaxon a
lucre,achisiliro
latino,achisipanishi
graciousness,achisomo
sorrowing,achisoni
beareth,achita
committeth,achita
doeth,achita
ticketed,achita kupatsidwa chilolezo
reprobate,achitaiko
stronghold,achitetezo
strongholds,achitetezo
sheweth,achitira
assailants,achiwawa
rioters,achiwawa akuwotcha
betrayers,achiwembu
conspirators,achiwembu
manipulative,achiwembu
wesleys,achiwesile
secondarily,achiwiri
deflect,achoka
originates,achokera
abolishes,achotsa
excommunication,achotsa
uprooted,achotsa
counterbalance,achotse
discard,achotse
sacked,achotsedwa
amphibians,achule
gastric,achulewa
actualisation,actualization
actualise,actualize
filed,ada mangala
begat,adabala
tarried,adachedwa
fucked,adachita zopusa
daddys,adadi
wronged,adadzichitira
he was known,adadziwika
shewed,adadziwonetsera
vexed,adadzizunzira
wasted,adadzonga
roused,adadzuka
tipped,adagadabula
supposing,adaganiza
redistributed,adagawanso
kneeled,adagwada
holden,adagwidwa
labored,adagwira
laboured,adagwira
thronged,adakanikizana
logged,adakhala ndi
gushed,adakhuthuka
exalted,adakulenga
fain,adalakalaka
discoursed,adalalikira
partook,adalawa
narrated,adalemba
holies,adali
preferred,adalipo
beatific,adalitso
orchestrated,adalonga
flapper,adama
fornicators,adama
railed,adamchitira
forbad,adamkaniza
beckoned,adamkodola
gnashed,adamkukutira
adamss,adams a
leaveth,adamsiya
adam,adamu
adams,adamu
activated,adamulowetsa
constrained,adamuwumiriza
hateth,adana
mugged,adandichita chiwembu
abhor,adane
besiegers,adani
enemies,adani
foes,adani
mies,adani
construed,adaniwo
suborned,adanyengerera
engineered,adapanga
hazarded,adapereka
thrust,adaponya
strangulated,adapotokola
adapters,adaputala azamagetsi
adaptors,adaputala azamagetsi
joked,adaseleula motere naye
erred,adasokera
kindled,adasonkha
archived,adasungidwa
gnawed,adatafuna
durst,adatha
wearied,adatopa
belied,adatsutsa
emailed,adatumiziridwa maimelo
disallowed,adaukana
upbraided,adawadzudzula
charged,adawalamulira
stooped,adawerama
slumbered,adawodzera
sounded,adawomba
appeareth,adawonekera
feared,adawopa
sighed,adawusa moyo
answering,adayankha
straitly,adayilamulira
inclosed,adazinga
marveled,adazizwa
marvelled,adazizwa
wont,adazolowera
addisons,addison a
adelas,adela a
adelaides,adelaide ndi
adèle,adele
obscuring,adetsa
chamberlains,adindo
adverb,adivelebu
adverbs,adivelebu
adrians,adrian
adriennes,adrienne
recurrences,adwala
greedy,adyera
feeds,adyetsa
gonna,adza
reborn,adzabadwanso
burgle,adzabe
repossess,adzabwereranso
girds,adzachiletsa
reassemble,adzachita kutolera zidutswa
bewilderment,adzadabwitsa
shrivel,adzafota
will need,adzafunika
shortened,adzafupikitsidwa
tackle,adzagwire
chant,adzaiimba
sorrowfully,adzaima
concubines,adzakazi
handmaids,adzakazi
maids,adzakazi
maidservants,adzakazi
multinational,adzakhale
karma,adzakhalire akadzabadwanso kwina
inflicts,adzakupanikizani
endows,adzakupatsani
intermarry,adzakwatirane mosakanizikana
haunts,adzala ndi zokhalamo
nullifying,adzalanda
revered,adzalemekezedwa
quell,adzaletse
infiltrate,adzalowerera
bound,adzamangidwa
unleashes,adzamasula
warring,adzamenye nkhondo
devoured,adzanyekeka
dazzle,adzaonetsa
infuse,adzapatsa
betrayer,adzapereke
handicaps,adzapeŵe
voters,adzaponye chisanko
vive,adzasangalala kwabasi
exterminates,adzasesa kotheratu
marshals,adzasonkhanitsa
procures,adzatamandidwa
culminates,adzathere
eradicated,adzathetsedwa
unstopped,adzatsegulidwa
securest,adzatsekeredwa
descend,adzatsika
resurrect,adzaukitsa
resurrects,adzaukitsa
deluded,adzawasocheretsa
oust,adzawathamangitsa
bidden,adzayitanidwa
repopulate,adzaze
arrogate,adzinenere
demonstrably,adzionetsera
bi,adzipeza
showy,adzitamandire
knoweth,adziwa
wavelengths,adziwana dzulo
determining,adziwe
facilitated,adziwerenga
upcoming,adziwitse
masquerades,adziwonetsera
anoint,adzoze
edomites,aedomu
eph,aef
ephesians,aefeso
epicureans,aepikureya
episcopalians,aepiskopolo
essenes,aesene
av,af
blotted,afafanizidwe
effaced,afafanizidwe
frenchmen,afalansa
pharaohs,afarao
pharisees,afarisi
sown,afesedwa
lubricated,afewetsedwa
afghans,afghanistan
afghan,afghanstan
dullness,afiira
ballooned,afika
attain,afikire
phil,afil
phils,afil a
ans,afilipi
philippians,afilipi
philistines,afilisti
