English,Other
aaron,harun
abajo,ngabajo
abandon,ninggalkeun
abandoned,ditinggalkeun
abbreviate,nyingget
abbreviated,disingget
abbreviation,singgetan
abbreviations,singgetan
abdicate,masihan
abdicated,turun tahta
abdomen,beuteung
abdominal,beuteung
abduct,nyulik
abducted,diculik
abduction,penculikan
abercrombie,kalapa
abide,aya
abiding,patuh
abijah,abia
ability,kamampuhan
ablaze,muntab-muntab
able,bisa
ablution,wudhu
ablutions,wudu
abnormal,teu biasa
abnormalities,abnormalitas
abnormality,abnormalitas
aboard,numpak
abolish,mupuskeun
abolished,dileungitkeun
abortion,kaluron
about,kira-kira
above,di luhur
abraham,ibrahim
abroad,luar nagari
abrupt,kasar
abscess,bisul
absence,hal nu henteu datang
absences,absen
absent,absen
absolute,mutlak
absolutely,leres pisan
absorb,nyerep
absorbed,diserep
absorbing,nyerep
absorption,diserep
abstain,teu mere sora
abstinence,teu dahar
abstract,abstrak
abstracted,diabstraksi
abstraction,abstraksi
abstractly,sacara abstraks
absurd,pimanaeun
abundance,kaayaan luber
abundant,loba pisan
abuse,nyiksa
abusive,kejam
abyss,jurang
acacia,akasia
academia,akademisi
academic,akademis
academician,akademisi
academics,mayit
academy,akademi
acc,priangan
accelerate,ngagancangkeun
accelerated,gancangan
acceleration,gagancangan
accelerator,akselerator
accent,logat
accented,beraksen
accept,narima
acceptability,keberterimaan
acceptable,bisa ditarima
acceptance,kaayaan katarima
accepted,ditarima
accepting,narima
acceptor,akséptor
accepts,narima
access,jalan asup
accessed,diakses
accesses,aksés
accessibility,diakses
accessible,bisa diasupan
accessing,ngakses
accession,digentos
accessories,barang-barang tambahan
accessory,barang tambahan
accident,kacilakaan
accidental,kaleresan
accidentally,teu ngahaja
accidents,kacilakaan
acclimatisation,acclimatization
accommodate,nampanan
accommodated,diakomodir
accommodating,diukna
accommodation,bantuan
accompanied,dipirig
accompaniment,iringan
accompany,marengan
accompanying,ngaréncangan
accomplice,antek
accomplish,ngabereskeun
accomplished,dilakonan
accomplishment,prestasi
accord,atos
accordance,luyu
according,nurutkeun
accordingly,saluyu
accordion,akordion
accords,numutkeun
account,rekening
accountability,akuntabilitas
accountable,tanggung jawab
accountant,akuntan
accounting,akuntansi
accounts,akun
accreditation,akreditasi
accretion,sãkrãsi
accrue,nambahan
accumulate,ngumpulkeun
accumulated,akumulasi
accumulation,pangumpulan
accuracy,katalitian
accurate,pas
accurately,akurat
accusation,tudingan
accusations,tuduhan
accusative,akusatip
accuse,nuding
accused,nu dituding
accusing,tuduh
accustomed,biasa
ace,as
acetate,asétat
acetates,asétat
acetic,asétat
ache,nyeri
achieve,ngahontal
achieved,kahontal
achievement,prestasi
achievements,prestasi
aching,hemeng
acid,asam
acidic,asam
acidity,kaasaman
acids,asam
acknowledge,ngaku
acknowledged,dicaritakeun
acknowledgement,pangakuan
acknowledgements,acknowledgments
acknowledges,narima
acknowledgment,pangakuan
acne,jarawat
acorn,buahna tangkal ek
acoustic,akustik
acoustics,akustika
acquaint,ngenalkeun
acquaintance,kenalan
acquaintances,kenalan
acquire,meunang
acquired,kaala
acquisition,hal nu dihasilkeun
acquit,ngabebaskeun
acquittal,ngajadikeun bebas
acquitted,ngabukti
acrobat,tukang akrobat
acrobatics,kaulinan akrobat
acronym,akronim
across,di peuntas
act,kalakuan
acting,lakonan
action,aksi
actions,lampah
activate,ngaktipkeun
