English,Other
debrief,& rút
snoozing,* bộ
blandish,a dua
asuras,a tu la
ahaz,a-cha
achaia,a-chai
ahab,a-háp
amorites,a-mô-
lifters,aardwolf
achaean,achaea
adapters,adapter
adaptors,adapter
adios,adiós
aeons,aeon
afghan,afghanistan
afghani,afghanistan
afghans,afghanistan
agonisingly,agonizingly
who,ai
whom,ai
whos,ai
nocturne,ai ca
egypt,ai cập
egyptians,ai cập
believeth,ai tin
loveth,ai yêu
alans,alan
alaskan,alaska
albanian,albania
albanians,albania
albums,album
backstreets,album backstreet
aldehydes,aldehyt
ales,ale
alleles,alen
allelic,alen
alexandrian,alexandria
algerian,algeria
alla­,alla
alphas,alpha
affonso,alphonso ecuardo
knowledgeable,am hiểu
ampere,am pe
ammeter,am pe kế
amazonian,amazon
amazons,amazon
tonsils,amidan
amine,amin
amines,amin
amino,amin
amoebae,amip
amoebic,amip
asbestos,amiăng
ammonium,amoni
ammonia,amoniac
amperes,ampe
amerique,amérique
peacefulness,an lạc
security,an ninh
sedating,an thần
sedation,an thần
safe,an toàn
securely,an toàn
safer,an toàn hơn
safest,an toàn nhất
burial,an táng
comforted,an ủi
comforting,an ủi
consolation,an ủi
consolations,an ủi
consoled,an ủi
consoler,an ủi
consoling,an ủi
anabaptists,anabaptist
ananias,anania
angolan,angola
angoras,angora
angstroms,angstrom
britain,anh
english,anh
englishman,anh
milkman,anh bán sữa
guy,anh chàng
jay,anh chàng ngốc
jonah,anh chàng số đen
cousin,anh chị em họ
sibling,anh chị em ruột
siblings,anh chị em ruột
heroically,anh dũng
sunny,anh dương
brothers,anh em
stepbrother,anh em cùng cha khác mẹ hoặc
cousins,anh em họ
anglican,anh giáo
hero,anh hùng
heroic,anh hùng
heroics,anh hùng
epic,anh hùng ca
bulldozer,anh hùng rơm
quixotic,anh hùng rơm
brotherinlaw,anh rể
he,anh ta
him,anh ta
heman,anh ta là đàn ông
brethren,anh trai
brother,anh trai
handsome,anh tuấn
poppies,anh túc
cherries,anh đào
heate,anh ấy đã ăn
anionic,anion
anions,anion
alkanes,ankan
antennas,anten
antimony,antimon
anthracite,antraxit
pond,ao
ponds,ao
piscina,ao nuôi cá
desirable,ao ước
wishful,ao ước
apaches,apache
aqua­,aqua
archaeopteryx,archeopteryx
archiv,archive
arias,aria
armenian,armenia
armenians,armenia
armlets,armlet
armstrongs,armstrong
armee,armée
arthurian,arthur
asa­,asa
assyrians,assyria
athenian,athen
artichoke,atisô
atlee,attlee
augite,augit
augustinian,augustinô
augustan,augustus
avare,avaré
avesse,avessé
acetates,axetat
acetylene,axetylen
acidity,axit
acids,axit
acidification,axit hóa
acidifying,axit hóa
aztecs,aztec
trilateral,ba bên
ternary,ba chất khác nhau
poland,ba lan
backpack,ba lô
backpacks,ba lô
rucksacks,ba lô
thrice,ba lần
tricolor,ba màu
tricolour,ba màu
thirty,ba mươi
parents,ba mẹ
poniard,ba nha
threequarters,ba phần tư
gad,ba toong
tercentenary,ba trăm năm
persians,ba tư
zerubbabel,ba-bên
balak,ba-lác
bashan,ba-san
babylonian,babylon
babylonians,babylon
backpedalled,backpedaled
backpedalling,backpedaling
backe,backé
bakeries,bakery
ballads,ballad
ballets,ballet
balsams,balsam
jury,ban bồi thẩm
bestow,ban cho
bestowed,ban cho
bestowing,ban cho
bestows,ban cho
giveth,ban cho
grant,ban cho
vouchsafe,ban cho người nào
balconies,ban công
balcony,ban công
directorate,ban giám đốc
directorates,ban giám đốc
enact,ban hành
enacted,ban hành
enactment,ban hành
issued,ban hành
promulgate,ban hành
promulgated,ban hành
promulgating,ban hành
promulgation,ban hành
semifinal,ban kêt
theatricals,ban kịch
leaderships,ban lãnh đạo
daytime,ban ngày
band,ban nhạc
bands,ban nhạc
strengthens,ban sức mạnh
secretariat,ban thư ký
noontide,ban trưa
organisers,ban tổ chức
organizers,ban tổ chức
initially,ban đầu
originally,ban đầu
heap,ban ơn
cantons,bang
states,bang
guild,bang hội
banshees,banshee
sack,bao
packaging,bao bì
packings,bao bì
wrappings,bao bì
enfolded,bao bọc
enfolding,bao bọc
envelop,bao bọc
enveloped,bao bọc
enveloping,bao bọc
quenches,bao bọc
sandbag,bao cát
sandbags,bao cát
holster,bao da
holsters,bao da
matchbox,bao diêm
ever,bao giờ
comprise,bao gồm
comprised,bao gồm
comprising,bao gồm
consists,bao gồm
cover,bao gồm
covering,bao gồm
encompass,bao gồm
encompasses,bao gồm
encompassing,bao gồm
include,bao gồm
included,bao gồm
includes,bao gồm
inclusion,bao gồm
including,bao gồm các
connote,bao hàm
connoted,bao hàm
connotes,bao hàm
implied,bao hàm
imply,bao hàm
inclusive,bao hàm
subsume,bao hàm
scabbard,bao kiếm
immeasurable,bao la
immense,bao la
vastly,bao la
encapsulates,bao nang
pouch,bao nhỏ
satchel,bao nhỏ bằng da
anthers,bao phấn
befog,bao phủ
blanketed,bao phủ
encircles,bao quanh
encloses,bao quanh
surround,bao quanh
surrounded,bao quanh
surrounds,bao quanh
factoring,bao thanh toán
encompassed,bao trùm
pervading,bao trùm
sacks,bao tải
tripe,bao tử
beset,bao vây
encircle,bao vây
