English,Other
an,
the,
rewritings,.perrašymai
oau,aab
sais,aai
abbot,abatas
abbey,abatija
abbess,abatė
lampshades,abażury
lampshade,abažūras
kurzen,abbreviated
abduction,abdukcija
blankly,abejingai
indifferently,abejingai
nonchalantly,abejingai
aloofness,abejingas
impassive,abejingas
indifferent,abejingas
lackadaisical,abejingas
nonchalant,abejingas
unmoved,abejingas
airiness,abejingumas
impassivity,abejingumas
indifference,abejingumas
unresponsiveness,abejingumas
waverers,abejojančius
doubters,abejojančių
doubting,abejojimas
doubted,abejojo
doubts,abejonių
doubt,abejonė
incertitude,abejonė
questionings,abejonės kurias
misdoubt,abejoti
disputable,abejotinas
doubtful,abejotinas
dubious,abejotinas
questionable,abejotinas
aberration,aberacija
aberrations,aberacijos
broadsides,abiem laivo bortais
abigail,abigailė
abijah,abija
abimelech,abimelechas
mutually,abipusiai
mutual,abipusis
reciprocal,abipusis
reciprocated,abipusis
reciprocally,abipusiškai
mutuality,abipusiškumas
reciprocity,abipusiškumas
ambidextrous,abirankis
abyssal,abisalinis
abyssinian,abisinijos
abyssinians,abisinijos
abiathar,abjataraskunigai
ablution,abliucija
abner,abneras
abolitionists,abolicionistai
subscribers,abonentai
subscriber,abonentas
abortionists,aborcji
aboriginal,aborigenas
abortions,abortai
abortion,abortas
abortionist,abortų
abram,abramas
abraham,abraomas
abrasives,abrazyvai
abrasive,abrazyvinis
abrasiveness,abrazyvinių
apricots,abrikosai
apricot,abrikosas
abscesses,abscesai
abscess,abscesas
abscissae,abscisių ašyje
abscissa,abscisė
absinthe,absentas
absolutes,absoliutai
absolutism,absoliutizmas
absoluteness,absoliutumas
absolute,absoliutus
unmitigated,absoliutus
graduates,absolventai
graduate,absolventas
absorbe,absorbavimui
absorption,absorbcija
absorptions,absorbcijos
absorbent,absorbentas
absorber,absorberis
engulfing,absorbuoja
absorbed,absorbuojamas
absorbing,absorbuojantis
absorb,absorbuoti
abstinence,abstinencija
abstainers,abstinentais
abstainer,abstinentas
abstraction,abstrakcija
abstractions,abstrakcijos
vaguer,abstraktesnių
abstract,abstraktus
abstractedly,abstrakčiai
abstractly,abstrakčiai
mesmerised,abstulbusi
absurd,absurdas
absurdity,absurdas
absurdly,absurdiškai
ludicrously,absurdiškai
nonsensical,absurdiškas
