English,Other
aabnede,аабнеде
aacute,аацуте
aagot,аагот
aamulla,аамулла
aamuna,аамуна
aan,аан
aandacht,аандацхт
aanella,аанелла
aanen,аанен
aangenaam,аангенаам
aangezicht,аангезицхт
aani,аани
aankomst,долазак
aanleiding,аанлеидинг
aanstonds,аанстондс
aanta,аанта
aantal,аантал
aanval,аанвал
aanzien,аанзиен
aao,аао
aar,аар
aard,аард
aarde,аарде
aardig,аардиг
aardvark,јужноафрички мравојед
aardwolf,пругасти афрички сисар
aaressa,ааресса
aaron,аарон
aarons,ааронс
aªtes,аªтес
aªtre,аªтре
ab,аб
aback,запањен
abacus,рачунаљка
abaft,позади
abaht,абахт
abajo,абајо
abalone,шкољке
abandon,напустити
abandoned,напуштен
abandoning,напуштање
abandonment,напуштање
abandonne,абандонне
abandonnee,абандоннее
abandonner,абандоннер
abandons,абандонс
abaout,абаоут
abase,унизити
abased,спуштен
abasement,понижење
abash,збунити
abashed,збуњен
abate,смањити
abated,стишала
abatement,смањење
abates,абатес
abating,јењава
abattoir,кланица
abattoirs,кланице
abattu,абатту
abba,абба
abbas,абас
abbaye,аббаие
abbe,аббе
abbess,опатица
abbeville,аббевилле
abbey,опатија
abbeys,опатије
abbia,аббиа
abbiamo,аббиамо
abbie,еби
abbot,опат
abbots,игумани
abbotsford,абботсфорд
abbott,абот
abbreviate,скратити
abbreviated,скраћени
abbreviates,је скраћеница
abbreviating,аббревиатинг
abbreviation,скраћеница
abbreviations,скраћенице
abby,еби
abc,абц
abd,абд
abdallah,абдаллах
abdicate,абдицирати
abdicated,абдицирао
abdicates,абдицира
abdicating,одрицањем
abdication,одрицање
abdomen,стомак
abdomens,стомака
abdominal,абдомена
abduct,отети
abducted,отети
abducting,отима
abduction,отмица
abductions,отмице
abductor,отмичар
abductors,отмичари
abducts,одузме
abdul,абдул
abdullah,абдулах
abe,абе
abeam,попреко
abed,кревет
abel,авељ
abelard,абелард
abele,абеле
abels,абелс
abend,абенд
abends,абендс
abenteuer,абентеуер
aber,абер
abercrombie,аберцромбие
abercromby,аберцромби
aberdeen,абердин
abermals,абермалс
aberrant,аберантан
aberration,аберација
aberrations,аберација
