English,Other
aar,акд
aaron,ҳорун
abalone,гӯшмоҳии
abandon,тарк
abandoned,партофташуда
abandoning,тарк
abandonment,кашидан
abandons,даст кашидани
abase,ки бихоҳӣ
abased,залилу
abasement,хори
abate,бозист
abated,азобашон кам
abatement,нишинад
abates,ҷамъашон
abating,дигаршавии
abba,эй або
abbas,аббос
abbotsford,абботсфорд
abbott,эбботт
abbreviate,кӯтоҳ кардан
abbreviated,кӯтоҳи
abbreviation,мухтасар
abbreviations,ихтисороти
abd,саллаллоҳу
abdallah,абдуллоҳ
abdomen,шикам
abdominal,шикам
abduct,рабудан
abducted,рабудаанд
abduction,дуздӣ
abductions,рабудани
abdul,абдул
abdullah,абдуллоҳ
abe,абе
abel,ҳобил
aberration,мебипем
abetting,иғво бармеангезанд
abhor,аз бадӣ нафрат
abhorrence,наяфзояд
abhorrent,қабеҳ
abhors,аз беадолатӣ
abi,алӣ
abiathar,абьётори
abide,бимонед
abided,ва мақсуди
abides,мемонад
abideth,мемонад
abiding,хамеша бимонанд
abigail,абиҷайл
abijah,ва абиё
abilities,қобилиятҳои
ability,қобилияти
abimelech,абималик
abject,аз хоршудагонӣ?
ablaze,дурахшон
able,қодир
ably,ист
abnormal,девона
abnormalities,нуќсонњо
abnormally,нодуруст
aboard,сањни
abode,ҷойгоҳашон
abodes,хонаҳои
abolish,бекор
abolished,бекор карда
abolishing,бекоркунии
abolition,бекор кардани
abolitionist,бекоркунӣ
abolitionists,бекоркунӣ
abominable,зишт
abomination,палидӣ
abominations,зишт
abort,бибарад
aborted,аборт
aborting,гапдаро
abortion,бачапартоӣ
abortions,исқоти
abound,зиёд шавад
abounded,зиёд шуд
abounding,иамоед
abounds,зиёде
about,дар бораи
above,дар боло
abraham,иброҳим
abram,абром
abridged,ихтисоршуда
abroad,дар хориҷа
abrogate,ҳеҷ ояеро
abrogated,нокомил
abrogation,бекор
abrupt,ьарӣ
abruptly,ногаҳон
absalom,абшолӯм
abscess,чирк
absence,набудани
absences,њозир
absent,ғоибона
absentee,дарсгурез
absenteeism,дарсгурезии
absentees,аз ғоибшудагон
absolute,мутлаќ
absolutely,пурра
absolved,нигарист
absorb,ба худ кашидан
absorbed,ғарқи
absorbent,љавобҳо
absorbers,садохафакунак
absorbing,фурўбарњ
absorbs,бирӯяд
absorption,азхудкунии
absorptive,азхудкунї
abstain,худдорӣ кардан
abstained,худдорӣ кард
abstaining,худдорӣ
abstains,намехӯрад
abstention,рӯза
abstentions,мумтанеъ
abstinence,худдории
abstinent,покдоманӣ пеша кунанд
abstract,мавҳум
abstracts,авторефератҳо
absurd,сафсата
abt,ба вакилӣ
abu,абу
abundance,фаровонӣ
abundant,фаровон
abundantly,фаровоне
abuse,сӯиистифода
abused,озурда карданд
abuser,оштї
abusers,кушанд
abuses,нақзи
abusing,суиистифода
abusive,таҳщиромез
abusively,бадгӯӣ
abut,менглиев
abysmal,бадвоҳимаи
abyss,варта
academia,илмӣ
academic,академикӣ
academically,академӣ
academician,академик
academicians,академики
academics,академикҳо
academies,академияҳои
academy,академия
accede,њамроњ
acceded,ҳамроҳ
acceding,ҳамроҳ мешавад
accelerate,суръат ёфтан
accelerated,босуръати
accelerates,метезонад
accelerating,тезонидани
acceleration,шитоб
accelerator,суръатфизо
accent,зада
accented,аксенти ҳастанд
accents,апостроф
accentuated,таъкид
accept,қабул
acceptability,ќабул
acceptable,қабул
acceptably,писандида
acceptance,ќабул
acceptation,қабули
accepted,ќабул карда
accepter,пазирандаи
accepting,қабул
acceptor,пазирандаи
accepts,мепазирад
access,дастрасӣ
accessed,дастрас
accesses,дастёбии
accessibility,дастрас
accessible,дастрас
accessing,дастрасии
accession,дохилшавии
accessions,ҳамроҳшавӣ
accessories,лавозимот
accessory,лавозимоти
accident,фалокат
accidental,тасодуф
accidentally,тасодуфан
accidents,садамаҳои нақлиётӣ
acclaimed,ки мисолҳои
acclimatisation,acclimatization
accommodate,мувофищ шудан
accommodated,љойгир
accommodation,хона
accommodations,утоқҳо
accompanied,њамроњ
accompanies,ҳамроҳи
accompaniment,ҳамоҳангӣ
accompany,ҳамоҳанг шудан
accompanying,ҳамроҳ шудан
accomplice,шарики
accomplices,ҳаммаслакони
accomplish,ноил
accomplished,иҷро
accomplishes,иҷро
accomplishing,ба анҷом
accomplishment,иьро
accomplishments,комёбиҳои
accord,ризоияти
accordance,мутобиқи
accorded,муқаррар
according,аз рӯи
accordingly,мувофиқан
accordion,аккардион
accords,созишномаҳои
account,ҳисоб
accountability,ҳисоботдиҳӣ
accountable,аз ҳисоби
accountancy,баҳисобгирии муҳосибӣ
accountant,ҳисобчӣ
accountants,муҳосибони
accounted,ба назар гирифта
accounting,баҳисобгирии
accounts,ҳисобҳои
accra,аккра
accreditation,аккредитатсия
accredited,муқими
accrediting,аккредитатсионӣ
accredits,акредитатсия
accretion,афзоиши
accrual,замкунӣ
accruals,замшаванда
accrue,ьамъ кардан
accrued,њисоб
accrues,аз фондҳои ҷамъиятии
accruing,афзояндаи
accumulate,ьамъ кардан
accumulated,ҷамъ
accumulates,қариб
accumulating,ҷамъкунӣ
accumulation,ьамъкунӣ
accumulators,акумуляторҳо
accuracy,дурустӣ
accurate,дақиқ
accurately,дуруст
accursed,раҷим
accusation,айбдор
accusations,айбдоркуниҳои
accusative,винителний
accuse,айбдор кунанд
accused,айбдор
accuser,маломатгари
accusers,даъвогарони
accuses,муттаҳам
accusing,айбдор
accustom,осудагии
accustomed,одат
ace,карта
acetic,ангидрид
ach,ьар
achaia,охоия
ache,дард
aches,дард
achievable,дастовардани
achieve,даст
achieved,даст
achievement,ноилшавӣ
achievements,дастовардҳои
achievers,муваффақанд
achieves,ноил
achieving,ноил шудан ба
aching,захмдоршударо
acid,кислотаи
acidic,турушро
acids,кислотаи
acknowledge,эътироф
acknowledged,эътироф
acknowledgement,фаҳмиш
acknowledgements,тасдиыот
acknowledges,эътироф
acknowledging,эътироф намудани
acknowledgment,фаҳмиш
acknowledgments,тасдиыот
acne,гармича
acorn,ьалцӯзаи балут
acoustic,доии
acquaint,шинос шудан
acquaintance,шиносоӣ
acquaintances,шиносон
acquainted,шинос
acquainting,шиносонидани
acquaints,шинос
acquiesce,розигц
acquiescence,огоьии
acquire,даст
acquired,даст
acquirer,харидор
acquires,пайдо мекунад
acquiring,даст
acquisition,ба даст овардани
acquisitions,ғаниматҳои
acquit,сафед кардан
acquits,сафед
acquittal,сафедкунӣ
acquittals,ьукмьои
acquitted,сафед
acre,садяки
acres,хектор
acrobat,дорбоз
acrobatics,дорбозӣ
acronym,мухтасар
acronyms,ихтисорот
across,дар саросари
acrylic,акрилӣ
act,амал
acted,амал
acting,амалкунанда
action,амал
actions,амали
activate,фаъол созед
activated,фаъол
activates,фаъол
activating,фаъол
activation,фаъолсозӣ
activator,фаъолкунандаи
active,фаъол
actively,фаъолона
actives,дороиҳои
activism,фаъолноки
activist,фаъол
activists,фаъолони
activities,фаъолияти
activity,фаъолият
actor,актер
actors,фаъолони
actress,актриса
actresses,актрисаҳои
acts,санадҳои
actual,воќеии
actualisation,навкунии
actualise,actualize
actuality,асл
actually,дар асл
acupuncture,акупунктура
acute,шадид
acutely,ањволи
acuteness,шадид
ad,рекламавии
að,рекламавии
adam,одам
adamant,шикастнопазир
adams,адамс
adapt,мутобиқ
adaptability,мутобиқ
adaptable,осонфаҳм
adaptation,мутобиқшавӣ
adaptations,мутобиќгардонии
adapted,мутобиќ
adapter,адаптер
adapters,созгорҳои
adapting,мутобиќгардонии
adaptive,мутобиқшавӣ
adaptor,адаптер
adaptors,созгорҳои
add,илова кардан
added,илова
addenda,тағйиру иловаҳо
addendum,иловаи
adder,ҷамъкунанда
addict,нашъамандӣ
addicted,майл
addiction,одати ҳалокатовар
addictions,майлу
addictive,печкорњ
addicts,нашъаманд
adding,илова
addison,эдисон
addition,илова бар ин
additional,иловагӣ
additionally,ба таври илова
additions,иловаҳо
additive,илова
additives,иловагињои
address,суроғаи
addressed,вокуниш
addressee,паёми
addressees,паём
addresses,нишониҳои
addressing,њалли
adds,илова мекунад
adduce,созед
adelaide,никоњона
adenine,аденин
adept,моҳиртар
adequacy,кифоятии
adequate,муносиб
adequately,ба таври кофӣ
adhere,риоя
adhered,риоя
adherence,риояи
adherent,ҷазоатон
adherents,пайравони
adheres,бият
adhering,мезананд
adhesion,пайвастан
adhesive,часпак
adhoc,яккора
adipose,равѓан
adjacent,наздик
adjective,сифат
adjoined,гидротехникї
adjoining,ҳудудашон
adjourn,монондан
adjourned,мавқуф
adjournment,боздошти
adjudge,муфлис эътироф
adjudged,ки муфлис
adjudges,бораи муфлис
adjudicate,шарҳ
adjudicates,асоск
adjunct,иловагї
adjuncts,адъюнктон
adjuration,ниҳад
adjure,қасам
adjust,танзим
adjustable,ботанзим
adjusted,тасҳеҳ карда
adjusting,тасьеьи
adjustment,танзим
adjustments,дигаргуниҳо
adjusts,фарқшаванда
adm,аќш
admin,администратор
administer,идора кардан
administered,идора
administering,идоракунанда
administration,маъмурият
administrations,маъмуриятҳои
administrative,маъмурӣ
administratively,маъмурӣ
administrator,мудири
administrators,маъмурони
admirable,афзун
admiral,адмирал
admiration,шавщ
admire,ба ваьҳ омадан
admired,ба тааҷҷуб
admiring,мафтун
admissibility,ыобили ыабул
admissible,имконпазир
admission,ќабул
admissions,дохилшавӣ
admit,дохил
admits,иқрор
admittance,рухсат
admitted,эътироф
admittedly,пӯшида нест
admitting,эътироф
admonish,панд диҳед
admonished,ин пандест
admonishes,панд медиҳад
admonishing,насиҳат
admonishment,қуръон пандест
admonition,панд
admonitions,панд
ado,накашед
adolescence,ьавонӣ
adolescent,наврас
adolescents,наврасон
adolf,адолф
adolph,адолф
adonis,адонис
adopt,ќабули
adopted,ќабул
adopting,қабул
adoption,қабули
adoptive,фарзандхондагон
adopts,ќабул
adorable,бошавщ
adoration,гирён
adore,ба ваьҳ омадан
adorn,оро додан
adorned,ороста
adorning,ва мутеи
adornment,бипушад ва
adornments,зинатҳои
adorns,портрети
adrenalin,андреналин
adrian,адриан
adriatic,адриё
adrift,бо мурури
adult,калонсол
adulterer,зинокор
adulterers,зинокорон
adulteress,зинокорро
adulteresses,андоматон
adulteries,зино
adulterous,зинокор
adultery,зино
adulthood,камол
adults,калонсолон
advance,пеш рафтан
advanced,пешрафта
advancement,пешрафти
advances,пешпардохт
advancing,пеш
advantage,бартарӣ
advantageous,фоиданок
advantages,бартариҳои
advent,пайдоиши
adventure,хатар
adventurer,моьароьӯй
adventures,саргузашт
adventurous,бачаи
adverb,зарф
adversarial,мубоҳиса
adversaries,душманон
adversary,душманонам
adverse,номусоид
adversely,манфии
adversities,душвориҳо
adversity,сахтиву
advert,реклама
advertise,реклама кардан
advertised,эълон
advertisement,реклама
advertisements,реклама
advertiser,рекламадиҳандаро
advertisers,реклама
advertising,реклама
adverts,эълонҳо
advice,маслиҳат
advices,маслиҳати
advisability,мувофиќи маќсад
advisable,матлуб
advise,маслиҳат додан
advised,маслиҳат
adviser,машваратчӣ
advisers,мушовирони
advises,маслиҳат
advising,машварат
advisor,мушовири
advisory,машваратӣ
advocacy,фаъолияти ҳифзи ҳуқуқӣ
advocate,истодагари кардан
advocated,тарѓиб
advocates,вакилони
advocating,тарафдорӣ
ae,а.э.
aegean,эгей
aegis,васоёи
æneas,эй аниёс!
aeons,миллиардҳо сол
aerated,газнок
aerial,ҳавоӣ
aero,иртифоъ
aerodrome,фурудгоҳ
aeroplane,тайёра
aeroplanes,тайёраи
aerosols,аэрозолҳо
aerospace,фазонавардӣ
aesthete,esthete
aesthetic,эстетикии
aesthetics,эстетика
af,воридшаванда
afar,дур
affair,корашон
affairs,корҳои
affect,таъсир
affected,таъсир
affecting,таъсир
affection,дилбастагӣ
affectionate,дӯстдошта
affectionately,навозишкорона
affections,андаруни
affects,таъсир мерасонад
affidavit,гувоҳии хаттӣ
affiliate,фаръии
affiliated,вобаста
affiliates,филиальои
affiliation,мансубият
affiliations,мансубияти
affinities,умумиятҳои
affinity,мансубияти
affirm,тасдищ кардан
affirmation,тасдиқи
affirmative,тасдищӣ
affirmed,тасдиқ
affirming,тасдиқ
affirms,тасдиќ шудааст
affix,илова намудан
affixed,соядаст гузошт
affixing,бронкунӣ
afflict,хафа шудан
afflicted,уқубат
affliction,зараре
afflictions,укубатҳо
afflicts,расад
affluence,фаровонӣ
affluent,бияфзоем
afford,имконияти
affordability,дастрасии
affordable,дастрас
afforded,ҳосил
affords,имконияти гуфтугӯи
affrighted,ҳарос
affront,таҳқир
afghan,афғонистон
afghani,афғонистон
afghanistan,дар афғонистон
afghans,афғонистон
afield,байнимарзиро
afloat,дар ҳолати шино
afoot,пиёда
afore,пешакӣ барои
aforementioned,боло номбаршуда
aforesaid,зикргардида
aforetime,пеш аз
afraid,ҳаросон
africa,африка
african,африкоӣ
africans,африқои
after,баъд аз
aftereffects,оқибатҳои равандҳои
afterlife,баъди марг
aftermath,оқибатҳои
afternoon,нимаи
aftertaste,талхӣ
afterward,баъд аз
afterwards,баъд
aga,оғохон
agag,аҷаҷро
again,аз нав
against,бар зидди
agape,агапе
agatha,агата
age,синну сол
aged,сола
ageing,пиронсол
agencies,мақомоти
agency,агентии
agenda,рӯзнома
agendas,барномањои
agent,агенти
agents,агентҳои
ages,синну
aggrandisement,aggrandizement
aggravate,дучанд шудан
aggravated,шиддат
aggravates,њам амиќтар
aggravating,дучанд
aggravation,бадтар
aggregate,умумии
aggregated,маҷмӯъ
aggregates,унсурҳои
aggregation,ҷамъбасти
aggression,таьовуз
aggressive,таьовузкорона
aggressively,таҷовуз ба
aggressor,таьовузкор
aggressors,гузарандагонро
aggrieved,зарардида
agile,захмгирифта
agility,ла
aging,пиронсол
agitate,ба ҳаяьон омадан
agitated,музтариб
agitates,тарғиб мекунад
agitating,табъ
agitation,ташвиқоте
aglow,пурҳарорат
agne,агн
agnes,агнес
agni,агни
agnostic,агностик
