English,Other
nei,'nei'
sorrowfully,'s mise
freeing,a aontaíodh
reheating,a ath-théamh
republish,a athfhoilsiú
reformulating,a athfhoirmiú
recalculated,a athríomh
renumbered,a athuimhrítear mar airteagal
involving,a bhaineann le
manage,a bhainistiú
managing,a bhainistiú
removing,a bhaint
achievable,a bhaint amach
achieve,a bhaint amach
achievement,a bhaint amach
achieving,a bhaint amach
attaining,a bhaint amach
reach,a bhaint amach
reaching,a bhaint amach
realise,a bhaint amach
realising,a bhaint amach
realize,a bhaint amach
tobe,a bheith
existence,a bheith ann
tardily,a bheith mall
having,a bhfuil
holding,a bhfuil
possessing,a bhfuil
whose,a bhfuil a
residing,a bhfuil cónaí orthu
backed,a bhfuil tacaíocht
adjudicated,a bhreithniú
conferment,a bhronnadh
expedite,a bhrostú
prizewinner,a bhuaigh duais
standardise,a chaighdeánú
discarding,a chaitheamh ar ais
require,a cheangal
formulate,a cheapadh
formulating,a cheapadh
appoints,a cheapfaidh
correcting,a cheartú
celebrated,a cheiliúradh
determine,a chinneadh
determining,a chinneadh
ensure,a chinntiú
assure,a chinntiú go mbíonn
apportioning,a chionroinnt
apportions,a chionroinnt
conviction,a chiontú
oclock,a chlog
adjust,a choigeartú
maintain,a choimeád ar bun
withholds,a choimeád siar
withhold,a choinneáil siar
withholding,a choinneáil siar
coordinate,a chomhordú
coordinating,a chomhordú
protecting,a chosaint
safeguard,a chosaint
safeguarding,a chosaint
maintaining,a chothabháil
fostering,a chothú
creation,a chruthú
comprising,a chuimsíonn
encompassing,a chuimsíonn
spanning,a chuimsíonn
entrusted,a chuirtear de chúram
placed,a chur
putting,a chur
takeaway,a chur amach
provide,a chur ar fáil
promote,a chur chun cinn
promoting,a chur chun cinn
submit,a chur faoi bhráid
applying,a chur i bhfeidhm
implement,a chur i bhfeidhm
implementing,a chur i bhfeidhm
annexing,a chur i gceangal
compare,a chur i gcomparáid
substituted,a chur in ionad
substitution,a chur in ionad
articulating,a chur in iúl
submittable,a chur isteach go
defer,a chur siar
postpone,a chur siar
tabling,a chur síos
censuring,a cháineadh
progressively,a chéile
codifies,a chódú
collate,a chóimheas
revoke,a chúlghairm
revoking,a chúlghairm
inserted,a cuireadh isteach
ratify,a dhaingniú
securing,a dhaingniú
declare,a dhearbhú
certify,a dheimhniú
confirm,a dheimhniú
repair,a dheisiú
repairing,a dheisiú
grant,a dheonú
dispose,a dhiúscairt
sir,a dhuine uasail
disburse,a dháileadh
affecting,a dhéanann difear
pawning,a dhéanfar an geallearbadh
disaggregate,a dhí-chomhbhailiú
sold,a dhíoltar
orientate,a dhíriú
alerting,a dhíríonn aird
evicting,a dhíshealbhú
deterring,a dhíspreagadh
murdering,a dhúnmharú
whereat,a dtug
lengthwise,a fhad
falsifying,a fhalsú
approving,a fhaomhadh
enhancing,a fheabhsú
exercise,a fheidhmiú
exercising,a fheidhmiú
suspending,a fhionraí
knowing,a fhios agam
publish,a fhoilsiú
develop,a fhorbairt
developing,a fhorbairt
evolves,a fhorbraíonn
forfeiting,a fhorghéilleadh
omitting,a fhágáil ar lár
get,a fháil
ascertain,a fháil amach
discover,a fháil amach
borrow,a fháil ar iasacht
borrowing,a fháil ar iasacht
fining,a fhíneáil
published,a foilsíodh
died,a fuair bás
borrowed,a fuarthas ar iasacht
thereto,a ghabhann leis
hereto,a ghabhann leis seo
apprehending,a ghabháil
takeover,a ghlacadh ar láimh
taken,a glacadh
inclosed,a iamh
ask,a iarraidh
inhales,a inhales
representing,a ionadaíonn
assaulting,a ionsaí
laid,a leagadh
varied,a leasaíodh
let,a ligean
seek,a lorg
demonstrate,a léiriú
exemplifying,a léiríonn
foreseen,a mbeidh súil leis
contrary,a mhalairt
otherwise,a mhalairt
attracting,a mhealladh
evaluating,a mheas
manufactured,a mhonaraítear
insofar,a mhéad
their,a n-
neglected,a ndearnadh faillí orthu
neutralises,a neodrú i
discloses,a nochtadh
stipulate,a ordú
classify,a rangú
classifying,a rangú
distorted,a riocht
passing,a rith
disseminate,a scaipeadh
seventeen,a seacht déag
launched,a seoladh
defining,a shainiú
avoiding,a sheachaint
simplifying,a shimpliú
simplifies,a shimpliú le
clarify,a shoiléiriú
specify,a shonrú
restricting,a shrianadh
violating,a shárú
obviating,a shárú a
stored,a stóráil
bring,a thabhairt
give,a thabhairt
adduce,a thabhairt ar aird
adducing,a thabhairt ar aird
handovers,a thabhairt ar láimh
conclude,a thabhairt i gcrích
procured,a thabhairt i gcrích
introduce,a thabhairt isteach
introducing,a thabhairt isteach
introduction,a thabhairt isteach
reintroduce,a thabhairt isteach arís
deriving,a thagann
arising,a thagann chun cinn
proffering,a thairgeann
refer,a tharchur
transmit,a tharchur
happens,a tharlaíonn
untrained,a tharraingt orthu féin
withdraw,a tharraingt siar
withdrawing,a tharraingt siar
limiting,a theorannú
compiling,a thiomsú
propelled,a thiomáintear le
escorting,a thionlacan
initiate,a thionscnamh
initiating,a thionscnamh
levied,a thobhach
levying,a thobhach
banning,a thoirmeasc
measure,a thomhas
guide,a threorú
notifying,a thugann fógra
accorded,a thugtar
producing,a tháirgeadh
produced,a tháirgtear
build,a thógáil
buildup,a thógáil suas
given,a tugadh
adduced,a tugadh ar aird
lent,a tugadh ar iasacht
introduced,a tugadh isteach
absolving,a éigiontóidh
defraying,a íoc a
taxpaying,a íocann cáin
authorise,a údarú
authorize,a údarú
abbot,ab
collocation,ab ea
abacus,abacas
sentence,abairt
sentences,abairtí
phraseology,abairtíní
dwarfs,abhaic
homecoming,abhaile
homeward,abhaile
river,abhainn
riverine,abhann
advocate,abhcóide
barrister,abhcóide
counsel,abhcóide
sel,abhcóide
advocacy,abhcóideacht
advocating,abhcóideacht
advocates,abhcóidí
barristers,abhcóidí
absolute,absalóideach
academy,acadamh
academic,acadúil
axles,acastóirí
axle,acastóra
acp,acc
but,ach
just,ach
merely,ach
only,ach
simply,ach
except,ach amháin
mere,ach ní bhíonn ach
stockinged,ach stocaí
petition,achainí
petitioned,achainí
petitioning,achainí
petitioner,achainíoch
petitions,achainíocha
distance,achar
summarised,achoimre
summarized,achoimre
summary,achoimre
summing,achoimre
synopsis,achoimre
summarise,achoimre a
summarize,achoimre a
summarises,achoimre ar
summarising,achoimre ar
summed,achoimriú
digests,achoimrí
summaries,achoimrí
synopses,achoimrí
sted,achomair
summery,achomair
abstracts,achomaireachtaí
appeals,achomhairc
appellate,achomhairc
appeal,achomharc
appealed,achomharc
appealing,achomharc
appellant,achomharcóir
appellants,achomharcóirí
confrontation,achrann
strife,achrann
acrimonious,achrannach
enactment,achtachán
actinides,achtainídí
enacted,achtaíodh
enacts,achtaíonn
enact,achtú
enacting,achtú
actuary,achtúire
actuarial,achtúireach
actuaries,achtúirí
agility,aclaíocht
afford,acmhainn
capacity,acmhainn
resource,acmhainní
resourced,acmhainní
resources,acmhainní
resourcing,acmhainní a chur ar
interchanges,acomhail
junctions,acomhail
junction,acomhal
acre,acra
acres,acra
contrivance,acra
utensil,acra
spacial,acrach
acronym,acrainm
acronyms,acrainmneacha
acreage,acraíocht
actualisation,actualization
actualise,actualize
whom,acu
að,ad
adhoc,ad hoc
atoms,adaimh
smashing,adaimh
atom,adamh
atomic,adamhach
atomised,adamhaithe
adaptor,adapter
adaptors,adapters
muttered,adeir
adept,adeptgenericname
silent,adh
seared,adhain
ignite,adhaint
ignition,adhainte
adore,adhair
adultery,adhaltranas
horn,adharc
horns,adharca
bury,adhlacadh
entombment,adhlacadh
interment,adhlacadh
interred,adhlacadh
burial,adhlactha
burials,adhlacthaí
interments,adhlacthaí
timber,adhmad
timbers,adhmad
wood,adhmad
woody,adhmadach
woodwork,adhmadóireacht
woodworking,adhmadóireachta
timbered,adhmaid
wooden,adhmaid
burying,adhnacal
ignites,adhnann
worship,adhradh
worshiping,adhradh
worshipping,adhradh
confess,admhaím
acknowledges,admhaíonn
admits,admhaíonn
acknowledgement,admháil
acknowledgment,admháil
confession,admháil
receipt,admháil
acknowledgements,admhálacha
acknowledgments,admhálacha
receipted,admhálacha
receipts,admhálacha
eu,ae
liver,ae
emu,aea
aegean,aeigéach
aeneid,aeinéid
aesthetics,aeistéitic
aesthetic,aeistéitiúil
liverworts,aelusanna
livers,aenna
air,aer
gay,aerach
aerodrome,aeradróim
aerated,aeraithe
aerating,aeraithe
aeration,aeraithe
aerospace,aeraspáis
aerosol,aerasóil
aerosols,aerasóil
airway,aerbhealaigh
airways,aerbhealaí
airborne,aerbheirthe
aircrew,aerchriú
aircrews,aerchriúnna
airconditioning,aerchóirithe
airtight,aerdhíonach
aerodynamic,aerdinimiciúil
airworthy,aerfhiúntach
airworthiness,aerfhiúntas
airframe,aerfhráma
airports,aerfoirt
airport,aerfort
airgun,aerghunna
airlifts,aeriompar
aeronautics,aerloingseoireacht
aeronautical,aerloingseoireachta
airline,aerlíne
airlines,aerlínte
airliner,aerlínéar
pneumatic,aeroibrithe
conditioning,aeroiriúnaithe
airfield,aerpháirc
airfields,aerpháirceanna
airspace,aerspás
airstrip,aerstráice
airstrips,aerstráicí
airwave,aerthonn
ventilators,aerthóirí
climate,aeráid
climatic,aeráide
ventilate,aeráil
ventilated,aeráilte
ventilating,aerála
ventilation,aerála
ventilator,aerálaí
aircraft,aerárthaí
aerobics,aeróbaice
aerials,aeróga
antennae,aeróga
aeschylus,aescaileas
afro,afra
africans,afracach
aphasia,afáise
at,ag
by,ag
acknowledging,ag aithint
recognising,ag aithint
recognizing,ag aithint
coincide,ag an am céanna
coincided,ag an am céanna
simultaneously,ag an am céanna
whilst,ag an am céanna
rising,ag ardú
reconstructing,ag ath-
depriving,ag baint
enjoying,ag baint taitnimh as
using,ag baint úsáide as
utilising,ag baint úsáide as
utilizing,ag baint úsáide as
depend,ag brath
dependant,ag brath
depended,ag brath
dependent,ag brath
depending,ag brath
reliance,ag brath
relies,ag brath
rely,ag brath
relying,ag brath
retrospect,ag breathnú siar
pushing,ag brú
flapping,ag bualadh
assisting,ag cabhrú
talking,ag caint
wearing,ag caitheamh
crying,ag caoineadh
turning,ag casadh
rescinding,ag cealú
celebrating,ag ceiliúradh
ensuring,ag cinntiú
practicing,ag cleachtadh
practising,ag cleachtadh
covering,ag clúdach
fulfils,ag comhlíonadh na gcritéar
commemorating,ag comóradh
defending,ag cosaint
creating,ag cruthú
dogging,ag crá
helping,ag cuidiú
recollecting,ag cuimhneamh
adding,ag cur
taking,ag cur
hampered,ag cur bac
raining,ag cur báistí
emphasising,ag cur béime
emphasizing,ag cur béime
highlighting,ag cur béime
exacerbating,ag cur le
augmenting,ag cur leis
confirming,ag deimhniú
encountering,ag dréim
retiring,ag dul ar scor
outgoing,ag dul as oifig
undergoing,ag dul faoi
ageing,ag dul in aois
aging,ag dul in aois
expiring,ag dul in éag
entering,ag dul isteach
doing,ag déanamh
eddying,ag déanamh guairneáin
snuffles,ag déanamh smuasaíl
studying,ag déanamh staidéir ar
concentrating,ag díriú
focusing,ag díriú
focussing,ag díriú
flying,ag eitilt
watching,ag faire
staying,ag fanacht
waiting,ag fanacht
awaiting,ag feitheamh
returning,ag filleadh
attending,ag freastal ar
serving,ag freastal ar
experiencing,ag fulaingt
suffer,ag fulaingt
leaving,ag fágáil
fetching,ag fáil
getting,ag fáil
receiving,ag fáil
dying,ag fáil bháis
grow,ag fás
growing,ag fás
announcing,ag fógairt
attach,ag gabháil
engaged,ag gabháil
excusing,ag gabháil
engages,ag gabháil go
betther,ag glacadh gnímh chun
assuming,ag glacadh leis
calling,ag glaoch
moving,ag gluaiseacht
acting,ag gníomhú di
laughing,ag gáire
asking,ag iarraidh
attempting,ag iarraidh
endeavoring,ag iarraidh
endeavouring,ag iarraidh
seeking,ag iarraidh
striving,ag iarraidh
trying,ag iarraidh
departing,ag imeacht
disappearing,ag imeacht
playing,ag imirt
telling,ag insint
pregnant,ag iompar clainne
incorporating,ag ionchorprú
speaking,ag labhairt
declining,ag laghdú
diminishing,ag laghdú
reducing,ag laghdú
enlarges,ag leathnú
allowing,ag ligean
pretending,ag ligean
indicating,ag léiriú
alleging,ag líomhain
gibbous,ag líonadh
jest,ag magadh
reminding,ag meabhrú
praising,ag moladh
increasing,ag méadú
explaining,ag míniú
running,ag rith
saying,ag rá
ranging,ag réimsiú
demolishes,ag scriosadh na
screeds,ag scríobh
flowing,ag sileadh
walking,ag siúl
considering,ag smaoineamh
thinking,ag smaoineamh
prowls,ag smúrthacht
providing,ag soláthar
specifying,ag sonrú
struggling,ag streachailt
adjoins,ag síneadh leis
anticipated,ag súil
expect,ag súil
expected,ag súil
expecting,ag súil
expects,ag súil
hoping,ag súil
bringing,ag tabhairt
giving,ag tabhairt
implying,ag tabhairt
caring,ag tabhairt aire
inviting,ag tabhairt cuireadh
noting,ag tabhairt faoi deara
endorsing,ag tacú
supporting,ag tacú
referring,ag tagairt
showing,ag taispeáint
traveling,ag taisteal
happening,ag tarlú
pulling,ag tarraingt
coming,ag teacht
upcoming,ag teacht aníos
emerging,ag teacht chun cinn
evolving,ag teacht chun cinn
incoming,ag teacht isteach
truncating,ag teascadh
needed,ag teastáil
required,ag teastáil
falling,ag titim
beginning,ag tosú
commencing,ag tosú
starting,ag tosú
commenting,ag trácht
