English,Other
aao,tma
aback,synnu
abandon,rhoi'r gorau
abandoned,wedi'u gadael
abandoning,rhoi'r gorau i
abandonment,gadawiad
abandons,yn rhoi'r gorau iddo
abate,leihau
abated,leihau
abatement,lleihad
abating,arafu
abattoir,lladd-dy
abattoirs,lladd-dai
abbess,abades
abbey,abaty
abbeys,abatai
abbot,abad
abbots,abadau
abbreviate,talfyrru
abbreviated,talfyrru
abbreviating,dalfyrru
abbreviation,byrfodd
abbreviations,byrfoddau
abdicate,ildio
abdicated,ymddiorseddu
abdicating,ymwrthod
abdication,ymddiorseddiad
abdominal,abdomenol
abducted,cipio
abducting,gipio
abduction,cipio
abe,aso
aberrant,afreolaidd
abeyance,encil
abhor,ffiaidd ganddynt
abhorred,ffieiddir
abhorrence,atgasedd tuag
abhorrent,ffiaidd
abhors,casáu
abide,cadw at
abided,glynu
abides,cadw at
abideth,yn aros
abiding,sy'n parchu'r
abijah,abeia
abilities,galluoedd
ability,gallu
abject,truenus
abjuration,ymwadiad
ablation,abladiad
ablative,abladol
ablaze,dân
able,gallu
abler,mwy galluog
ablest,mwyaf galluog
ably,fedrus
abnormal,annormal
abnormalities,annormaleddau
abnormality,annormaledd
abnormally,annormal
aboard,ar fwrdd
abode,preswylio
abolish,diddymu
abolished,diddymwyd
abolishes,yn diddymu'r
abolishing,diddymu
abolition,diddymu
abolitionist,diddymwr
abolitionists,diddymwyr
abominable,ffiaidd
abominated,ffieiddio '
abomination,ffieidd-dra
abominations,ffieidd-dra
abort,erthylu
aborted,erthylwyd
aborting,erthylu
abortion,erthyliad
abortions,erthyliadau
abortive,ofer
abou,blaid
abound,digonedd
abounds,gyforiog
about,am
above,uchod
abraded,treuliedig
abrasions,crafiadau
abrasive,sgraffinio
abrasives,sgraffinyddion
abreast,ymwybodol
abridge,talfyrru
abridged,talfyredig
abridgement,dalfyriad
abridging,dalfyrru'r
abroad,dramor
abrogate,yn diddymu'r
abrogating,cefnu
abrogation,diddymu awdurdod
abrupt,sydyn
abruptly,sydyn
abscess,crawniad
abscesses,crawniadau
abscond,dianc
absconded,dianc
absconder,achos o ffoi
absconding,dianc
absconds,yn dianc
abseil,abseilio
abseiled,abseilio
abseiler,abseiliwr
abseiling,abseilio
abseils,abseilio
absence,absenoldeb
absences,absenoldebau
absent,absennol
absentee,absennol
absenteeism,absenoldeb
absentees,absennol
absenting,absenoli
absolute,absoliwt
absolutely,gwbl
absolution,gollyngdod
absolutism,absoliwtiaeth
absolutist,absoliwtaidd
absolve,rhyddhau
absolved,a phob adran
absolves,yn rhyddhau
absolving,gan ryddhau'r
absorb,amsugno
absorbed,amsugno
absorbency,amsugnedd
absorbent,amsugnol
absorbers,amsugno
absorbing,amsugno
absorbs,amsugno
absorption,amsugno
absorptive,amsugnol
abstain,ymatal
abstained,ymatal
abstainer,ddirwestwr
abstainers,ddirwestwyr
abstaining,ymatal
abstains,ymatal
abstention,ymatal
abstentions,yn ymatal
abstinence,ymwrthod
abstinent,ymataliol
abstract,haniaethol
abstracted,dynnir
abstracting,tynnu
abstraction,tynnu dŵr
abstractions,tyniadau
abstractly,haniaethol
abstracts,crynodebau
abstruse,astrus
absurd,hurt
absurdities,hurt
absurdity,abswrdiaeth
absurdly,afresymol
abundance,digonedd
abundant,doreithiog
abundantly,gwbl
abuse,cam-drin
abused,cam-drin
abuser,camdriniwr
abusers,cam-drin
abuses,cam-drin
abusing,cam-drin
abusive,cam-drin
abusively,yn ddifrïol
abusiveness,sarhad
abut,ffinio
abutment,ategwaith
abutments,ategwaith
abutted,ffinio
abutting,ffinio
abysmal,ofnadwy
abysmally,druenus
abyss,affwys
academe,academia'n
academic,academaidd
