English,Other
aare,gde
aargh,argh
aaronic,bozalo luka-aroni
aback,kwabamangaza
abacus,abhakhasi
abaddon,abhadoni
abaisance,ukukhothanyelwa
abaist,avast
abalienate,abominate
abalones,abalone
aband,a band
abandon,ayiyeke
abandoned,ishiywe
abandoning,zishiya
abandonment,uzoshiywa
abandons,azishiye
abandum,ayiyeke
abase,uyowehlisa
abased,sokwehliswa
abasedly,abashedly
abasement,ukuthotshiswa
abases,uwehlisela
abashed,lijabhile
abashes,lijabhile
abashing,wehlisela
abasing,wehlisela
abassi,abbasi
abated,yaphela
abatised,abatises
abatvoix,abat voix
abawed,abawd
abay,ebay
abbacies,abscissa
abbatical,sesabatha esasinikezwe
abbes,waso
abbeys,emizini yezindela
abbot,wesigodlo
abbreviate,finyeza
abbreviated,esifushanisiwe
abbreviates,finyeza
abbreviating,finyeza
abbreviation,isifinyezo
abbreviations,silulumagama lesikusimongcondvo
abbreviatory,isifinyezo
abdicant,iwuyeke
abdicate,iwuyeke
abdicated,asiyeke
abdicates,asiyeke
abdomen,esiswini
abdomens,isisu
abdomina,kwamathumbu
abdominal,kwamathumbu
abdominous,abdominus
abduced,wathunjwa
abducent,abducens
abduct,thwala
abducted,wathunjwa
abducting,thwala
abduction,ukuthunjwa
abductions,ukuthwala
abductor,nomthumbi
abducts,thwala
abear,ibhere
abearing,likuthinta
abecederian,abecedarian
abed,noabhede
abegge,abegg
aberr,abeer
aberrate,abathethise
aberration,wayephazamisekile
aberuncator,averruncator
abets,osiza
abetter,okugcono
abetting,weluleka
abevacuation,ab yokuba baphume
abeyancy,abeyance
abhominable,ezinengekayo
abhor,enyanya
abhorred,nganengwa
abhorrence,ukwenyanya
abhorrency,ukwenyanya
abhorrent,ezinyanyekayo
abhorring,ngokwenyanya
abhors,ozonda
abib,abibi
abide,gcina
abides,uhlala
abiding,gcina
abience,ambience
abient,ambient
abietene,abietane
abietic,acetic
abietite,esesuthi
abigail,u-abhigayili
abiliment,habiliment
abilities,amakhono
ability,ikhono
abime,anime
abiogenetic,abiogenesis
