English,Other
zeroth,0e
thirty,30
yielded,a abouti
welcomed,a accueilli
approved,a approuvé
landed,a atterri
ebbed,a baissé
befogged,a befogged
requires,a besoin
tinkered,a bricolé
twinkled,a brillé
sang,a chanté
inarched,a cherché
chirped,a chirpé
prechosen,a choisi
began,a commencé
competed,a concouru
drove,a conduit
knew,a connu
continued,a continué
sank,a coulé
shrived,a couru
caved,a creusé
screaked,a crié
screamed,a crié
shouted,a crié
yelled,a crié
believed,a cru
relented,a cédé
asked,a demandé
drew,a dessiné
gaveled,a donné
lasted,a duré
debuted,a débuté
started,a débuté
tripped,a déclenché
demurred,a démenti
havocked,a dévasté
begat,a engendré
engendered,a engendré
lectured,a enseigné
taught,a enseigné
tried,a essayé
lucked,a eu de la chance
exploded,a explosé
rocketed,a explosé
skyrocketed,a explosé
faulted,a failli
didst,a fait
appealed,a fait appel
hiked,a fait de la randonnée
lobbied,a fait pression
beckoned,a fait signe
foundered,a fondu
won,a gagné
froze,a gelé
kneeling,a genou
grew,a grandi
yelped,a gré
wared,a géré
howled,a hurlé
invented,a inventé
gushed,a jailli
candlelit,a la chandelle
hefted,a levé
intends,a lintention
ate,a mangé
scored,a marqué
bided,a offert
talked,a parlé
singlehandedly,a part
costarred,a partagé la vedette
peed,a peed
bereaves,a perdu
pleaded,a plaidé
rained,a plu
posteriori,a posteriori
aprioristically,a priori
took,a pris
tomahawked,a pris un coup
availed,a profité
whored,a prostitué
perished,a péri
forsook,a quitté
jounced,a rebondi
reappointed,a reconduit
receded,a reculé
joined,a rejoint
refrained,a renoncé
resumed,a repris
laughed,a ri
trundled,a roulé
reacted,a réagi
gainsaid,a répondu
responded,a répondu
hopped,a sauté
leapt,a sauté
popped,a sauté
succored,a secouru
rang,a sonné
blew,a soufflé
highlighted,a souligné
stressed,a souligné
underwrote,a souscrit
sprang,a sprang
overcame,a surmonté
revolved,a tourné
veered,a tourné
testified,a témoigné
backdates,a un effet rétroactif
fleered,a volé
flew,a volé
fowled,a volé
stole,a volé
puked,a vomi
fayed,a voulu
erupted,a éclaté
wrote,a écrit
wassailed,a été prisonnier
abacas,abaca
cheapens,abaisse
lowers,abaisse
abashing,abaissement
abasing,abaissement
bellying,abaissement
cheapening,abaissement
downwardness,abaissement
droopily,abaissement
lowering,abaissement
abashments,abaissements
lowery,abaisser
pushdown,abaisser
abased,abaissé
abseiled,abaissé
cheapened,abaissé
drooped,abaissé
lowered,abaissé
subsided,abaissé
abandonment,abandon
dereliction,abandon
surrender,abandon
abandoner,abandonnant
abandoners,abandonnants
abandonee,abandonnataire
abandons,abandonne
demits,abandonne
forsakes,abandonne
relinquishes,abandonne
abandon,abandonner
abandoning,abandonner
dropforging,abandonner
dropout,abandonner
forsake,abandonner
forsaking,abandonner
jettison,abandonner
abandoned,abandonné
derelict,abandonné
deserted,abandonné
desisted,abandonné
disused,abandonné
ditched,abandonné
dropforged,abandonné
fettled,abandonné
foregone,abandonné
forsaken,abandonné
marooned,abandonné
outsoared,abandonné
relinquished,abandonné
quitters,abandonnés
abandonments,abandons
derelictions,abandons
abaci,abaque
abacus,abaque
abacuses,abaques
abases,abase
aboded,abasourdi
thunderstruck,abasourdi
dumbfound,abasourdir
dumbing,abasourdir
abashedly,abasquement
lampshade,abat-jour
lampshades,abat-jour
giblets,abats
culling,abattage
culls,abattage
felling,abattage
slaughter,abattage
slaughtering,abattage
slaughters,abattages
dejectedness,abattement
dejection,abattement
despondency,abattement
abatements,abattements
woodborer,abatteur de bois
fellers,abatteurs
slaughterers,abatteurs
giblet,abattis
abattoirs,abattoir
slaughterhouse,abattoir
slaughterhouses,abattoirs
downing,abattre
knockdown,abattre
stepdown,abattre
teardown,abattre
abated,abattu
befallen,abattu
butchered,abattu
culled,abattu
dejected,abattu
dejectedly,abattu
downbeat,abattu
downcast,abattu
downed,abattu
downfallen,abattu
felled,abattu
gunned,abattu
slaughtered,abattu
slayed,abattu
abbacy,abbatiale
abbotship,abbatiat
abbeys,abbayes
abbess,abbesse
abbesses,abbesse
abbe,abbé
abbot,abbé
abbes,abbés
abbots,abbés
abscess,abcès
abscesses,abcès
abscessing,abcès
gumboil,abcès à la gencive
abscessed,abcédés
abdicator,abdicateur
abdicative,abdicatif
abdications,abdication
abdicates,abdique
abdicate,abdiquer
abdicating,abdiquer
abnegating,abdiquer
abdicated,abdiqué
abdomens,abdomen
midsection,abdomen
abdominally,abdominalement
abdominoplasty,abdominoplastie
abs,abdos
abductors,abducteurs
abductee,abducté
bee,abeille
honeybee,abeille
bees,abeilles
honeybees,abeilles
aberrantly,aberrant
aberrational,aberrant
aberrancy,aberration
aberrations,aberration
aberrancies,aberrations
abhors,abhorre
abhorrently,abhorrement
abhor,abhorrer
abhorred,abhorré
abiders,abides
abiogenesis,abiogenèse
abiogenist,abiogéniste
abiogenetically,abiogénétiquement
abiotic,abiotique
abjectly,abjectement
abjections,abjection
abjectness,abjection
unblessedness,abjection
recantation,abjuration
abjuratory,abjuratoire
abjure,abjurer
abjures,abjurer
abjuring,abjurer
abjurers,abjurs
abjured,abjuré
ablactating,ablactant
ablactated,ablacté
ablates,ablate
ablate,ablater
ablator,ablateur
ablative,ablatif
ablatives,ablatifs
ablating,ablation
ablations,ablation
ablated,ablaté
ablutions,ablution
ablutionary,ablutionnaire
abnegations,abnégation
abnegator,abnégation
barking,aboiement
abolished,aboli
cullied,aboli
abolish,abolir
abolishable,abolissable
abolishers,abolissants
abolishes,abolit
abolisher,abolition
abolishing,abolition
abolishment,abolition
abolitionism,abolitionnisme
abolitionary,abolitionniste
abolitionist,abolitionniste
abolitionists,abolitionnistes
abominableness,abominable
abominated,abominable
abominably,abominablement
abominating,abominant
abominator,abominateur
abominators,abominateurs
abominations,abomination
abominates,abomine
abominate,abominer
abundantly,abondamment
bounteously,abondamment
plenteously,abondamment
plentifully,abondamment
profusely,abondamment
abhenry,abondance
abundance,abondance
abundancy,abondance
bountifulness,abondance
plenteousness,abondance
abhenries,abondances
abundances,abondances
abounding,abondant
abundant,abondant
plenteous,abondant
profuse,abondant
abounds,abonde
abound,abonder
abounded,abondé
subscribership,abonnement
subscription,abonnement
subscriptions,abonnements
subscriber,abonné
affordability,abordabilité
approachableness,abordabilité
affordable,abordable
unfordable,abordable
purlieus,abords
tackled,abordé
aboriginality,aboriginalité
aboriginal,aborigène
aborigine,aborigène
aborigines,aborigènes
aborting,abortant
abortifacient,abortif
abortive,abortif
abortifacients,abortifs
abut,aboutir
abuzz,aboutissement
aborning,aboyant
abying,aboyant
barker,aboyeur
barkers,aboyeur
greenshank,aboyeur
barked,aboyé
abrader,abrasif
abrasive,abrasif
abraders,abrasifs
abrades,abrasifs
abrasives,abrasifs
abrading,abrasion
abrasions,abrasion
abrasively,abrasivement
abrasiveness,abrasivité
abraded,abrasé
drencher,abreuvoir
waterer,abreuvoir
waterers,abreuvoirs
shelter,abri
carport,abri voiture
apricot,abricot
apricots,abricots
sheltering,abris
shelters,abris
harbored,abrité
abrogative,abrogatif
repeal,abrogation
repealing,abrogation
abrogates,abroge
repeals,abroge
abrogating,abrogeant
abrogate,abroger
abrogated,abrogé
repealed,abrogé
precipitous,abrupt
baldly,abruptement
steeply,abruptement
besotted,abruti
besot,abrutir
besotting,abrutir
stultify,abrutir
stupefy,abrutir
abreaction,abréaction
abreactions,abréactions
abbreviates,abrége
abridgment,abrégement
abbreviate,abréger
abridge,abréger
abridging,abréger
abbreviated,abrégé
abridged,abrégé
abridger,abrégé
abridgers,abrégé
abridges,abrégé
abridgements,abrégés
abridgments,abrégés
abbreviator,abréviateur
abbreviators,abréviateurs
abbreviating,abréviation
abbreviation,abréviation
abbreviations,abréviations
abscising,abscence
abscissa,abscisse
abscises,abscisses
abscissae,abscisses
abscissas,abscisses
abscissions,abscission
absconds,abscons
absences,absence
absentness,absence
airlessness,absence dair
featurelessness,absence de caractéristique
shapelessness,absence de forme
soundlessness,absence de son
abscise,absent
abscised,absent
absented,absent
absentee,absent
absenting,absent
unmissed,absent
absentia,absentie
absentees,absents
absenters,absents
absenteeism,absentéisme
truancies,absentéisme
truancy,absentéisme
apsidal,absidale
apse,abside
apsis,abside
apses,absides
absinth,absinthe
absinthes,absinthe
wormwoods,absinthe
absinths,absinthes
absinthian,absinthien
absolute,absolu
unmitigated,absolu
absoluteness,absolue
absolvable,absolue
absolvent,absolue
absolutely,absolument
vitally,absolument
absolutes,absolus
absolutory,absolus
absolutions,absolution
absolutizes,absolutise
absolutize,absolutiser
absolutizing,absolutiser
absolutism,absolutisme
absolutisms,absolutismes
absolutist,absolutiste
absolutistic,absolutiste
absolutists,absolutistes
absolutized,absolutisée
absorbability,absorbabilité
absorbedness,absorbance
absorbency,absorbance
absorbencies,absorbances
absorbent,absorbant
absorbing,absorbant
absorbingly,absorbant
absorptive,absorbant
absorbents,absorbants
absorbs,absorbe
absorb,absorber
engross,absorber
engrosses,absorber
absorber,absorbeur
absorbers,absorbeurs
absorbed,absorbé
absorbedly,absorbé
engrossed,absorbé
absorptions,absorption
imbibition,absorption
uptake,absorption
absorptivity,absorptivité
absolve,absoudre
absolving,absoudre
absolved,absous
absolves,absous
absquatulate,absquatulé
abstentious,abstentifieux
abstain,abstention
abstentions,abstention
forbearance,abstention
abstainer,abstentionniste
forbearances,abstentions
abnegated,abstenu
abseil,abstinence
abstemiousness,abstinence
abstemiously,abstinent
abstinently,abstinent
abseils,abstinents
abstracter,abstracteur
abstracters,abstracteurs
abstractive,abstractif
abstracting,abstraction
abstractions,abstraction
abstractness,abstraction
abstractionism,abstractionisme
abstractionist,abstractionniste
abstractionists,abstractionnistes
abstract,abstrait
abstractors,abstrait
abstractly,abstraitement
abstruse,abstrus
abstruseness,abstrusité
