English,Other
aªtre,ãªtre
aback,presenečen
abacus,abakus
abaft,pravokotnico
abalone,morsko uho
abandon,opustiti
abandoned,opustila
abandoning,opuščanje
abandonment,opustitev
abandons,zapusti
abase,ponižen
abasement,poniženje
abash,zbuniti
abashed,zbegan
abate,ublažijo
abated,umirili
abatement,zmanjševanje
abates,odpravlja
abating,znižuje
abattoir,klavnica
abattoirs,klavnice
abbess,opatinja
abbeys,opatij
abbot,opat
abbreviate,skrajšati
abbreviated,skrajšano
abbreviation,okrajšava
abbreviations,okrajšave
abdicate,odreči
abdicated,abdiciran
abdicating,prelaga
abdication,odpovedovanje
abdomens,trebuhi
abdominal,trebuhu
abduct,ugrabila
abducted,ugrabili
abducting,ugrabi
abduction,ugrabitev
abductions,ugrabitve
abductor,odmicač
abductors,ugrabitelji
abducts,ugrabi
abed,postelja
aberrant,odstopajoča
aberration,aberacija
aberrations,aberacije
abet,motivirati
abets,je udeležena
abetted,podpirale
abetting,napeljevanje
abeyance,začasno neaktivnost
abhor,odklanjajte
abhorred,zamrzil
abhorrence,gađenje
abhors,zgraža nad
abiathar,abiatar
abide,spoštovati
abided,približale
abides,ostaja
abideth,ostane
abiding,trajen
abijah,abija
abilities,sposobnosti
ability,sposobnost
abimelech,abimelek
abject,ponizan
abjure,odreči
abjured,zanikale
ablate,ablacijo
ablation,ablacija
ablative,ablativnega
ablaze,ognju
able,lahko
ablest,najzmožnejši
ablution,izpiranje
ably,spretno
abnegation,zatajevanja
abnormal,nenormalno
abnormalities,anomalije
abnormality,nenormalnosti
abnormally,nenormalno
aboard,krovu
abode,osta
abolish,ukiniti
abolished,ukinjena
abolishes,ukinja
abolishing,odprava
abolition,odprava
abolitionist,smrtne kazni
abolitionists,abolicionisti
abominable,odvratna
abominably,gnusno
abomination,grozota
abominations,gnusobe
aborigines,staroselci
aborted,prekinjena
aborting,zaustavitvijo
abortion,splav
abortionist,splavov
abortions,splavov
aborts,prekine
abound,pretek
abounding,bogat
abounds,bogat
about,približno
above,nad
abraded,obrabne
abrasion,abrazijo
abrasions,odrgnine
abrasive,brusni
abrasiveness,predati
abrasives,jedkanje
abreast,sledili
abridge,skrajšati
abridged,skrajšana
abridgement,skraćenje
abroad,v tujini
abrogate,razveljavi
abrogated,razveljavilo
abrogating,razveljavitvi
abrogation,razveljavitev
abrupt,nenadna
abruptly,nenadoma
abruptness,osebnost
abscess,absces
abscesses,abscesi
abscissa,abscisa
abscissas,abscisi
abscond,pobegnil
absconded,pobegnil
absconder,begunca oziroma skrivača
absconding,pobega
absconds,skriva
absence,odsotnost
absences,odsotnosti
absent,odsoten
absentee,odsotni
absenteeism,absentizem
absentees,odsotnih
absently,odsotno
absentminded,odsoten
absentmindedly,rasijano
absentmindedness,raztresenost
absinthe,absint
absolute,absolutna
absolutely,absolutno
absoluteness,absolutnost
absolutes,čista
absolution,odveza
absolutism,absolutizem
absolve,odvezuje
absolved,oproščen
absolving,razbremenijo
absorb,absorbirajo
absorbe,absorbira
absorbed,absorbira
absorbency,vpojnost
absorbers,absorberji
absorbing,absorbira
absorbs,absorbira
absorption,absorpcija
absorptions,absorpcija
absorptive,vpojna
absorptivity,absorptivnost
abstain,vzdržati
abstained,vzdržala
abstainer,trezvenjak
abstainers,abstinenti
abstaining,vzdržale
abstains,vzdrži
abstention,vzdržanje
abstentions,vzdržanih
abstinent,abstinenčni
abstract,abstraktna
abstracted,zamišljena
abstracting,abstrahiranje
abstraction,abstrakcija
abstractions,abstrakcije
abstractly,abstraktno
abstracts,povzetki
abstruse,nejasno
absurdist,absurdni
absurdities,absurdnosti
absurdity,nesmiselnost
absurdly,absurdno
abundance,številčnost
abundances,številčnost
abundant,obilno
abundantly,obilno
abuse,zloraba
abused,zlorabljen
abuser,nasilnež
abusers,odvisniki
abuses,zlorabe
abusing,zlorablja
abusive,žaljiv
abusively,zlorabo
abut,naslanjati
abutment,opornik
abutments,oporniki
abutting,ujemajo
abysmal,nedosežan
abysmally,neumno
abyss,brezno
abysses,brezna
abyssinian,abesinske
acacia,akacijev
academe,akademska
academic,akademska
academically,akademsko
academician,akademik
academicians,akademiki
academics,akademiki
academies,akademij
academy,akademija
acadian,akadijski
acanthus,akantusova
accede,pristopi
acceded,pristopila
acceding,pristopnice
accelerate,pospešiti
accelerated,pospešeno
accelerates,pospešuje
accelerating,pospeševanju
acceleration,pospešek
accelerations,pospeški
accelerator,pospeševalnik
accelerators,pospeševalniki
accelerometer,pospeška
accelerometers,merilci pospeškov
accent,naglas
accented,naglašen
accenting,poudarke
accents,poudarki
accentuate,poudarjajo
accentuated,poudarjena
accentuates,poudarja
accentuating,poudarjanje
accentuation,poudarjanje
accept,sprejeti
acceptability,sprejemljivost
acceptable,sprejemljiva
acceptably,sprejemljivo
acceptance,sprejem
acceptances,sprejemljivostjo
acceptation,akcepciji
accepted,sprejeta
accepting,sprejemanje
acceptor,akceptor
acceptors,prejemniki
accepts,sprejema
access,dostop
accessed,pogledali
accesses,dostopi
accessibility,dostopnost
accessible,dostopno
accessing,dostop do
accession,pristop
accessions,pristopi
accessories,dodatki
accessory,dodatna oprema
accident,nesreča
accidental,naključna
accidentally,po nesreči
accidents,nesreče
acclaim,odobravanje
acclaimed,cenjenemu
acclaims,slavi
acclamation,ploskanjem
acclimatisation,aklimatizacija
acclimatise,navići
acclimatised,aklimatizirati
accolade,pohvala
accolades,priznanja
accommodate,namestitev
accommodated,nastanjeni
accommodates,prilagaja
accommodating,prilagajanja
accommodation,prenočišča
accommodations,prenočišča
accompanied,spremlja
accompanies,spremljevalcev
accompaniment,spremljava
accompaniments,spremljav
accompanist,korepetitor
accompany,spremljajo
accompanying,spremljati
accomplice,sokrivec
accomplices,pomagačem
accomplish,doseganje
accomplished,doseči
accomplishes,dosega
accomplishing,uresničevanju
accomplishment,dosežek
accomplishments,dosežki
accordance,v skladu
accorded,priznane
accordin,po besedah
according,po
accordingly,ustrezno
accordion,harmonika
accordionist,harmonikar
accordions,harmonike
accords,ujema
accost,osloviti
account,račun
accountability,odgovornost
accountable,odgovorne
accountancy,knjigovodstvo
accountant,računovodja
accountants,računovodje
accounted,predstavljali
accounting,računovodstvo
accounts,računi
accredit,akreditirati
accreditation,akreditacija
accredited,akreditirani
accrediting,akreditacijski
accredits,akreditira
accreted,natečejo
accretion,prirast
accrual,nastanka poslovnega dogodka
accruals,časovne razmejitve
accrue,nabirali
accrued,natečene
accrues,natečejo
accruing,ustvarjajo
accumulate,kopičijo
accumulated,nabrali
accumulates,nabira
accumulating,kopičijo
accumulation,akumulacija
accumulations,akumulacije
accumulator,akumulator
accumulators,akumulatorji
accuracies,natančnosti
accuracy,natančnost
accurate,natančna
accurately,natančno
accursed,proklet
accurst,preklet
accusation,obtožba
accusations,obtožbe
accusative,tožilnik
accusatory,optužnički
accuse,obtožiti
accused,obtožen
accuser,optužilac
accusers,tožniki
accuses,obtožuje
accusing,obtožuje
accustomed,navajeni
accustoming,privajanje
acerbity,gorčina
aces,asi
acetate,acetat
acetates,acetati
acetic,ocetna
acetone,aceton
acetylene,acetilen
achaean,ahajsko
achaeans,ahajcev
ached,boleli
aches,bolečine
achievable,dosegljiv
achieve,doseganje
achieved,doseženi
achievement,dosežek
achievements,dosežki
achievers,uspehom
achieves,doseglo
achieving,doseganje
aching,boleč
achromatic,akromatičen
achy,bolečine v mišicah
acid,kislina
acidic,kisla
acidification,zakisljevanje
acidified,kislo
acidify,nakisajte
acidifying,acidificirajo
acidity,kislost
acidrain,kisel dež
acids,kisline
ack,potrditev
acknowledge,priznavajo
acknowledged,priznal
acknowledgement,priznanje
acknowledgements,priznanja
acknowledges,priznava
acknowledging,priznava
acknowledgment,priznanje
