English,Other
an,
the,
membre,: новачок
ornamenting,: прикраса
achete,achète
ademas,además
agreable,agréable
agricolas,agrícolas
algun,algún
annees,années
apercu,aperçu
ascii,ascii-
assemblees,assemblées
attribue,attribué
aupair,au pair
autorite,autorité
bluemoon,blue moon
boue,boué
breathalysed,breathalyzed
burgerlichen,bürgerlichen
ca¦sar,ca | sar
caracter,carácter
chaudiere,chaudière
clarte,clarté
concerne,concerné
coras,coraş
couldna,couldnã
croises,croisés
celebres,célèbres
da¨s,das
despua©s,despua © s
destinees,destinées
didna,didnâ
duree,durée
decouvrir,découvrir
dorpen,dörpen
email,e-mail
eclaire,eclairé
employes,employés
entendre,entender
erklarung,erklärung
erzahlung,erzählung
etrangeres,etrangères
faculte,faculté
facultes,facultés
fermete,fermeté
flugel,flügel
fm,fm-
førte,forte
forets,forêts
franzosische,französische
fruchte,früchte
fruh,früh
fruher,früher
ftp,ftp-
farao,fáraó
fahig,fähig
forderung,förderung
fulle,fülle
fursten,fürsten
furstin,fürstin
gebaude,gebäude
gefallt,gefällt
gefuhle,gefühle
gehort,gehört
gemut,gemüt
gerust,gerüst
geschaft,geschäft
gesprach,gespräch
grossere,grössere
gotter,götter
hintergrunde,hintergründe
html,html-
hyvaa,hyvää
hesiter,hésiter
hohere,höhere
identitat,identität
conjures,info: створює
interieure,intérieure
jerusala©n,jerusala © н
jetee,jetée
kylla,kyllä
konnen,können
konnte,könnte
korper,körper
lança,lanca
litteraire,littéraire
lauft,läuft
levai,lévai
looke,lõoke
malgra©,malgra ©
maniere,manière
ma¨re,mare
mariee,mariée
mitaan,mitään
moisa©s,moisa © s
moitie,moitié
molieres,molières
melancolique,mélancolique
mochte,möchte
moglich,möglich
mussten,müssten
nachste,nächste
nahen,nähen
outo,outø
pequenos,pequeños
personlichkeit,persönlichkeit
plutot,plutôt
pocas,poças
pra¨s,pras
propriete,propriété
prevoir,prévoir
pretre,prêtre
parl,pärl
raisonne,raisonné
realitat,realität
recommande,recommandé
reçu,recu
reçue,recue
rentree,rentrée
responsabilite,responsabilité
rids,rid
rockbottom,rock bottom
reponse,réponse
rucken,rücken
ruckkehr,rückkehr
sa©cria,sa © cria
sa©tait,sa © таїть
schones,schönes
schonheit,schönheit
sempre,semper
simplicite,simplicité
situacion,situación
