English,Other
aachen,आचेन
aadhar,आधार
aalborg,आलबोर्ग
aam,आम
aar,आर
aarhus,आर्फस
aaron,अहरोन
aarti,आरती
aas,कोकोबा
ab,अब्राहम
aback,मागे
abacterial,जंतूंमुळे घडून न आलेली परंतु अन्य कोणत्याही कारणांमुळ उत्पन्न झालेली परिस्थिती
abacus,सरकणार्या मण्यांच्या दांड्या असलेली आणि मोजण्यासाठी किंवा आकडेमोडीसाठी वापरण्यात येणारी चौकट
abadan,अबादान
abaddon,नाश ह्यांची
abaft,मागील बाजूस
abandon,त्याग
abandoned,भन्नाट
abandoning,सोडून
abandonment,त्याग
abandons,सोडून
abarticulation,सांधा निखळणे
abas,अब्बास
abase,बदनामी करणे
abased,लेखले
abasement,अपमान
abash,गोंधळून जाणे
abashed,गोंधळलेला
abashment,लाज
abate,उतार पडणे
abated,शमला
abatement,कमी होणे
abatis,तोडलेल्या वृक्षांनी केलेला बचाव
abattoir,कत्तलखाना
abba,अब्बा
abbas,अब्बास
abbasi,अब्बासी
abbe,फ्रान्समधील धर्मोपदेशक
abbess,कॉन्व्हेन्टची प्रमुख
abbey,मठ
abbot,ख्रिस्ती मठाधिपती
abbotship,महंताचे पद
abbreviate,संक्षिप्त
abbreviated,संक्षिप्त
abbreviation,संक्षेप
abbreviations,संक्षेपात
abc,वर्णमालेतील अक्षरे
abcs,मूलभूत
abdali,अब्दाली
abdicate,वरिष्ठ पदाचा त्याग करणे
abdication,पदत्याग
abdicator,राज्य त्याग करणारा
abdiel,अब्दीएलचा
abdomen,उदर
abdominal,ओटीपोटात
abduct,अपहरण
abducted,अपहरण
abducting,अपहरण
abduction,अपहरण
abductions,अपहरण
abductor,शरीराच्या मध्य रेषेपासून दूर नेणारा स्नायू
abed,बिछान्यावर
abeer,एक बियर
abel,हाबेल
aberdeen,आबर्डीन
aberrance,विपथचरिता
aberrancy,विपथचरिता
aberrant,योग्य मार्गापासून दूर जाणारा
aberration,स्वाभाविक
aberrational,विपथनशील
abessive,बहीर्भाववाचक-विभक्ती
abet,गुन्ह्याला प्रोत्साहन देणे
abetment,गुन्ह्याला मदत
abettor,अपप्रेरक
abeyance,स्थगिती
abhor,कमालीचा तिरस्कार करणे
abhorred,कंटाळा आला
abhorrence,तिरस्कार
abhorrent,तिटकारा
abhorrently,घृणास्पद
abhorring,नाश
abhors,मृत्यूलोकंाजवळ येऊन ठेपतो
abib,अबीब
abid,बोली
abide,राहा
abides,राहतो
abiding,अतूट
abidjan,आबीदजान
abiezer,अबियेजेर
abigail,दासी
abilene,अबीलन
abilities,क्षमता
ability,क्षमता
abiogenesis,अजीवोत्पत्तिवाद
abiotic,अजैव
abit,थोडेसे
abject,दरिद्री
abjection,हीनपणा
abjectly,लाचारीने
abjectness,हीनपणा
abjuration,चुकीचा मार्ग
abjure,श्रध्दा
abkhazia,अबखाझिया
abkhazian,अबखेजियन
ablation,शस्त्रक्रियेने काढून टाकणे
ablative,अपादान
ablaut,अपश्रुति
ablaze,पेटलेले
able,सक्षम
abled,लोकां
ablepharia,जन्मजात डोळ्यांच्या पापण्या कमी असणे किंवा अजिबात नसणे
ablution,अभ्यंगस्नान
ably,समर्थपणे
abn,एबीएन
abnegate,परित्याग करणे
abnegation,परित्याग
abner,अबनेर
abnormal,असामान्य
abnormalities,विकृती
abnormality,विकृती
abnormally,विलक्षण
aboard,जहाजात
abode,राहिला
abolish,रद्द
abolishable,रद्द
abolished,रद्द
abolisher,रद्द
abolishing,रद्द
abolishment,रद्द करणे
abolistion,रद्द करणे
abolition,नष्ट करणे
abolitionist,फाशीची सजा
abomasum,जठरिका
abominable,अमंगळ
abominably,तिरस्कार वाटावा
abominate,अत्यंत तिरस्कार करणे
abominated,तिरस्कार
abomination,आवडत नाहीत
abominations,भयंकर कृत्ये
aboriginal,ऑस्ट्रेलियातील आदिवासी
aboriginals,आदिवासी
aborigine,ऑस्ट्रेलियातील आदिवासी
aborigines,आदिवासी
abort,गर्भपात करणे
aborted,निरस्त
aborting,रद्द
abortion,गर्भपात
abortionist,गर्भपात करणारी
abortions,गर्भपात
abortive,अपयशी
aborts,सोडून देते
abound,विपुल
abounded,विपुल
abounding,उत्पन्न
abounds,भोगावे
about,बद्दल
above,वरील
abp,एबीपी
abrade,खरचटवणे
abraded,घासलेले
abraham,अब्राहाम
abrahamic,अब्राहामाशी
abram,अब्राम
abrasion,ओरखडा
abrasive,कठोर
abrasives,एब्रेसिव्ह
abreaction,मनात दाबून ठेवलेल्या भावना मोकळ्या करून भूतकाळातील दुखद अनुभूतीतून रूग्णास मोकळा करण्याचा मानसोपचाराचा एक प्रकार
abreast,खांद्यास खांदा लावून
abridge,संक्षिप्त
abridged,संक्षिप्त
abridgement,संक्षेप
abridgment,संक्षेप
abroad,परदेशात
abrogate,कायदा
abrogation,रद्द करणे
abrupt,अचानक
abruptly,एकाएकी
abruptness,आकस्मितपणा
absalom,अबशालोम
abscess,विद्रधी
abscissa,एखाद्या बिंदूचा निर्देशक
abscission,विलगन
abscond,अचानक कुणालाही न सांगता निघून जाणे
absconded,वकून टाकल
abscondence,पोबारा
absconder,फरारी
absconders,फरारी
absconding,फरार
abscure,अप्रसिद्ध
abseiling,अॅब्सिलिंग
absence,अनुपस्थितीत
absences,सु
absent,अनुपस्थित
absentee,अनुपस्थित
absenteeism,अनुपस्थिती
absentential,वाक्यविशेषण
absently,विचारमग्न
absess,गळू
absolute,संपूर्ण
absolutely,पूर्णपणे
absolution,धार्मिक विधी
absolutism,जगभर
absolve,मुक्त करणे
absolved,सुटका
absorb,लक्ष वेधून घेणे
absorbability,अवशोषनणीयता
absorbable,शोषून
absorbance,शोशकता
absorbed,गढून गेलेला
absorbency,अवशोषकता
absorbent,शोषक
absorber,शोषक
absorbers,शोषकांवर
absorbing,चित्तवेधक
absorbs,शोषून
absorptiometer,अवशोषणमापी
absorptiometry,अवशोषणमिति
absorption,शोषण
absorptions,शोषून
absorptive,शोषणक्षम
absorptivity,शोशकता
